TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
12A_MSQ_10_ConfrontLochnir_CollectNotes,TaskAchievement,,0,,1,Lore_unlock_12_MonarchsBluffs_Title_25_01,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_10_ConfrontLochnir_CollectNotes_Desc,,7311.3999 3787.9348 124.7321,0,,0,,,,,,,,,false,,,,,
12A_MSQ_10_ConfrontLochnir_Trigger_Whispers,TaskTriggerGameEvent,,0,,1,,,0,0,false,,,,,false,false,,0,,,,,,,12A_MB_whisper_02_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_10_ConfrontLochnir_GoToThrone,TaskTriggerArea,,0,,1,,,0,0,false,,,,,false,false,,0,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_ReturnCrown,@12A_MSQ_11_ReportRegent_TakeNote,,7293.454 3751.476 124.495,0,,,,,,,,,,,false,,,,,
12A_MSQ_10_ConfrontLochnir_SwapContainer,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_10_ConfrontLochnir_PayneSwap02,12A_MSQ_10_ConfrontLochnir_PayneSwap01,12A_MSQ_10_ConfrontLochnir_AsheSwap,12A_MSQ_10_ConfrontLochnir_AsheSwap01,
12A_MSQ_10_ConfrontLochnir_PayneSwap02,TaskLockAchievement,,0,,0,SwapActive_12_SerPayneBennett_B,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_10_ConfrontLochnir_PayneSwap01,TaskUnlockAchievement,,0,,0,SwapActive_12_SerPayneBennett_C,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_10_ConfrontLochnir_AsheSwap,TaskUnlockAchievement,,0,,0,SwapActive_12_AsheDubois,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_10_ConfrontLochnir_AsheSwap01,TaskUnlockAchievement,,0,,0,SwapActive_12_AsheDubois_A,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_12_CampTutorial_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_12_CampTutorial_GoToCorsairs,12A_MSQ_12_CampTutorial_TalkToKnight,12A_MSQ_12_CampTutorial_CampingTutorial,,
12A_MSQ_12_CampTutorial_GoToCorsairs,TaskGoToPOITag,,0,,0,,,0,0,false,,monarchsbluff1,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_12_CampTutorial_GoToCorsairs_Desc,,7586.878 4133.805 81.054,0,,,,,,,,,,,false,,,,,
12A_MSQ_12_CampTutorial_TalkToKnight,TaskConversationTopic,,0,,0,12_SerPayneBennett_03,,0,0,false,,,,,false,false,,0,,,,,12_02_MSQ_12_SerPayneBennett,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_12_CampTutorial_TalkToKnight_Desc,,7586.878 4133.805 81.054,0,,,,,,,,,,,false,,,,,
12A_MSQ_12_CampTutorial_CampingTutorial,TaskGameEvent,,0,,1,,,0,0,false,,,,,false,false,,0,,,,,,,MakeCamp,,,,,,,,,,,,,,,,,,,,@12A_MSQ_12_CampTutorial_CampingTutorial_Desc,,7635.369141 4119.568848 85.663338,0,,,,,,,,,,,false,,,,,
12A_MSQ_13_StormBeach_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_13_StormBeach_GoToBeach,12A_MSQ_13_StormBeach_Assault_Container,12A_MSQ_13_StormBeach_SwapContainer,,
12A_MSQ_13_StormBeach_GoToBeach,TaskGoToPOITag,,0,,0,,,0,0,false,,shipwreck_30222,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_13_StormBeach_GoToBeach_Desc,,7565.910 4236.713 44.036,0,,,,,,,,,,,false,,,,,
12A_MSQ_13_StormBeach_Assault_Container,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_13_StormBeach_Assault_Container_Desc,,,0,,,,,,,,,,,false,12A_MSQ_13_StormBeach_ReleaseBoats,12A_MSQ_13_StormBeach_DestroyCrates,,,
12A_MSQ_13_StormBeach_ReleaseBoats,TaskGameEvent,,0,,3,MB_MSQ2_Anchor,,0,0,false,,,,,false,false,,0,,,,IO_MB_MSQ2_Anchor,,,MB_MSQ2_Anchor_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_13_StormBeach_ReleaseBoats_Desc,,7521.727 4360.258 40.060,0,,,,,,,,,,,false,,,,,
12A_MSQ_13_StormBeach_DestroyCrates,TaskGameEvent,,0,,5,MB_MSQ2_Crate_interact,,0,0,false,,,,,false,false,,0,,,,IO_MB_MSQ2_Crate_interact,,,MB_MSQ2_Crate_interact_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_13_StormBeach_DestroyCrates_Desc,,7565.910 4236.713 44.036,0,,,,,,,,,,,false,,,,,
12A_MSQ_13_StormBeach_SwapContainer,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_13_StormBeach_GraceSwap,12A_MSQ_13_StormBeach_GraceSwap01,12A_MSQ_13_StormBeach_PayneSwap,12A_MSQ_13_StormBeach_PayneSwap01,
12A_MSQ_13_StormBeach_PayneSwap,TaskLockAchievement,,0,,0,SwapActive_12_SerPayneBennett_C,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_13_StormBeach_PayneSwap01,TaskUnlockAchievement,,0,,0,SwapActive_12_SerPayneBennett_A,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_13_StormBeach_GraceSwap,TaskUnlockAchievement,,0,,0,SwapActive_12_MB_Grace,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
