TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FactionIntro_Covenant_02_Container2,SimpleTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_02_Container,,,,false,false,,,,,,,,,,,FactionIntro_Covenant_02_Task2,FactionIntro_Covenant_02_Task3,FactionIntro_Covenant_02_Task4,
FactionIntro_Covenant_02_Task1,TaskGoToPOITag,,,,1,,,0,0,true,,corruptedpriest_40181,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_02_GotoPOI,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_02_Task2,TaskKillContribution,,,,7,,,0,0,true,,corruptedpriest_40181,,,false,,false,0,,,,,,,Corrupted,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_02_KillCorrupted,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_02_Task3,TaskGameEvent,,,,1,98_Covenant_02_Captive,,0,0,false,,corruptedpriest_40181,,,false,,false,0,,,,IO_98_Covenant_02_Captive,,,98_Covenant_02_Captive_Interact,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_02_FreePrisoner,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_02_Task4,TaskGatherAndReturnItems,,,,1,FactionIntro_Covenant_02_Grimoire,98_Covenant_02_Grimoire,100,0,false,,,,,true,,false,0,,,,IO_98_Covenant_02_Grimoire,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_02_ReadLore,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_02_SwapActive1,TaskUnlockAchievement,,,,1,SwapActive_9803_Morellus_00_On,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_02_SwapActive2,TaskUnlockAchievement,,,,1,SwapActive_9813_Damiano_On,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Vector_02_Container,SimpleTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_Vector_02_Container,,,,false,false,,,,,,,,,,FactionIntro_Covenant_Vector_02_TransportNote,FactionIntro_Covenant_Vector_02_HaveNote,,,
FactionIntro_Covenant_Vector_02_TransportNote,TaskGiveAndTakeItem,,1,,1,MI_SummonsNote,,0,100,true,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@06_task_transport_generic,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Vector_02_HaveNote,TaskHaveAndReturnItems,,1,,1,MI_SummonsNote,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@06_task_transport_generic,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container,ConsecutiveTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,false,false,,,,,,,,,,FactionIntro_Covenant_03_Task1,FactionIntro_Covenant_03_Container3,FactionIntro_Covenant_03_Task4,FactionIntro_Covenant_03_Task5,FactionIntro_Covenant_03_Container2
FactionIntro_Covenant_03_Container_Failsafe,PartialTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container3,ConsecutiveTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,IO_98_Covenant_03_Ritual,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_Container3,,,,false,false,,,,,,,,,,FactionIntro_Covenant_03_Container_Puzzle1,FactionIntro_Covenant_03_Container_Puzzle2,FactionIntro_Covenant_03_Container_Puzzle3,FactionIntro_Covenant_03_Task_Ritual,FactionIntro_Covenant_03_Task3
FactionIntro_Covenant_03_Task1,TaskGoToPOITag,,,,1,,,0,0,true,,nettlerest_graveyard_40151,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_GotoPOI,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container_Puzzle1,ConsecutiveTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_Container_Puzzle1,,,,false,false,,,,,,,,,,FactionIntro_Covenant_03_Task_PuzzleChrage1,FactionIntro_Covenant_03_Task_PuzzleSet1,FactionIntro_Covenant_03_Task_PuzzleGlow1,,
FactionIntro_Covenant_03_Task_PuzzleChrage1,TaskKillContribution,,,,2,,,0,0,true,,nettlerest_graveyard_40151,,,false,,false,0,,,,,,,Ghost,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_PuzzleChrage,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleSet1,TaskGatherCyclicState,,0,,1,Cyclic_98_Covenant_03_RitualStone1,,1,0,true,,nettlerest_graveyard_40151,,,false,,false,0,,,,IO_98_Covenant_03_RitualStone1,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_PuzzleSet,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleGlow1,TaskUnlockAchievement,,,,0,FactionIntro_Covenant_03_Ritual01,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,TRUE,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container_Puzzle2,ConsecutiveTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_Container_Puzzle2,,,,false,false,,,,,,,,,,FactionIntro_Covenant_03_Task_PuzzleChrage2,FactionIntro_Covenant_03_Task_PuzzleSet2,FactionIntro_Covenant_03_Task_PuzzleGlow2,,
FactionIntro_Covenant_03_Task_PuzzleChrage2,TaskKillContribution,,,,1,,,0,0,true,,nettlerest_graveyard_40151,,,false,,false,0,,,,,,,Ghost,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_PuzzleChrageSingle,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleSet2,TaskGatherCyclicState,,0,,1,Cyclic_98_Covenant_03_RitualStone2,,0,0,true,,nettlerest_graveyard_40151,,,false,,false,0,,,,IO_98_Covenant_03_RitualStone2,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_PuzzleSet,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleGlow2,TaskUnlockAchievement,,,,0,FactionIntro_Covenant_03_Ritual02,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,TRUE,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container_Puzzle3,ConsecutiveTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_Container_Puzzle3,,,,false,false,,,,,,,,,,FactionIntro_Covenant_03_Task_PuzzleChrage3,FactionIntro_Covenant_03_Task_PuzzleSet3,FactionIntro_Covenant_03_Task_PuzzleGlow3,,
FactionIntro_Covenant_03_Task_PuzzleChrage3,TaskKillContribution,,,,3,,,0,0,true,,nettlerest_graveyard_40151,,,false,,false,0,,,,,,,Ghost,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_PuzzleChrage,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleSet3,TaskGatherCyclicState,,0,,1,Cyclic_98_Covenant_03_RitualStone3,,2,0,true,,nettlerest_graveyard_40151,,,false,,false,0,,,,IO_98_Covenant_03_RitualStone3,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_PuzzleSet,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleGlow3,TaskUnlockAchievement,,,,0,FactionIntro_Covenant_03_Ritual03,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,TRUE,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_Ritual,TaskGameEvent,,,,1,98_Covenant_03_Ritual,,0,0,false,,,,,false,,false,0,,,,IO_98_Covenant_03_Ritual,,,98_Covenant_03_Ritual_Interact,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_Ritual,,9967 3215,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task3,TaskHaveAndReturnItems,,,,1,FactionIntro_Covenant_03_Relic,Damned_LongSwordsman_Commander_Named_CQ3,100,0,true,,nettlerest_graveyard_40151,,,true,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_DefeatBoss,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task4,TaskConversationState,,,,0,9803_Morellus,,0,0,false,,,,,false,,false,0,,,,,9803_Morellus_3,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_Morellus,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task5,TaskGameEvent,,,,1,FactionIntro_Covenant_03_Pyre,,0,0,false,,,,,false,,false,0,,,,IO_98_Covenant_03_Pyre,,,98_Covenant_03_Pyre_interact,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Covenant_03_Burn,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container2,SimpleTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,false,false,,,,,,,,,,FactionIntro_Covenant_03_SwapActive1,FactionIntro_Covenant_03_SwapActive2,FactionIntro_Covenant_03_Whisper,FactionIntro_Covenant_03_CompleteAchievement,
FactionIntro_Covenant_03_SwapActive1,TaskLockAchievement,,,,1,SwapActive_9801_Florina_01_On,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_SwapActive2,TaskUnlockAchievement,,,,1,SwapActive_9801_Florina_02_On,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_ReturnToEnclave,TaskGoToPOITag,,,,0,,,0,0,false,,covenantenclave_40184,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Whisper,TaskTriggerGameEvent,,,,1,,,0,0,false,,,,,false,,false,0,,,,,,,98_Covenant_Whisper_01_Interact,,0,,,,,,,,,,,,,0,0,,,,,,,1,true,false,,,,,,,,,,,,,,
FactionIntro_Covenant_03_CompleteAchievement,TaskUnlockAchievement,,,,1,98_Covenant_IntroComplete,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_Container,PartialTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionRecruitment_Covenant_Container,,,,false,false,,,,,,,,,,FactionIntro_Covenant_Recruitment_Container2,FactionIntro_Covenant_Recruitment_Decline,,,
FactionIntro_Covenant_Recruitment_Container2,ConsecutiveTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,FactionIntro_Covenant_Recruitment_FactionHandoffUnlock,FactionIntro_Covenant_Recruitment_JoinFaction,,,
FactionIntro_Covenant_Recruitment_FactionHandoffUnlock,TaskUnlockAchievement,,,,1,S_factionhandoff,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_JoinFaction,TaskChooseFaction,,1,,0,9814_Beyza,,0,0,false,,,,,false,,true,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionRecruitment_Covenant_JoinFaction,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_RankUp,TaskObjective,,,,0,9806_C_0001_RankUp,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_Decline,TaskConversationTopic,,,,0,9814_Beyza,,0,0,false,,,,,false,,false,0,,,,,Covenant_DeclineRecruitment,,,,0,,,,,,,,,,,,,0,0,,,,@FactionRecruitment_Covenant_Decline,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_Container3,SimpleTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,FactionIntro_Covenant_Recruitment_UnlockShrine,FactionIntro_Covenant_Recruitment_LockShrine1,FactionIntro_Covenant_Recruitment_LockShrine2,FactionIntro_Covenant_Recruitment_LockShrine3,FactionIntro_Covenant_Recruitment_LockShrine4
FactionIntro_Covenant_Recruitment_UnlockShrine,TaskUnlockAchievement,,,,1,spiritshrine_07_40183_charted,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_LockShrine1,TaskLockAchievement,,,,1,spiritshrine_03_40293_charted,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_LockShrine2,TaskLockAchievement,,,,1,spiritshrine_03_40293_discovered,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_LockShrine3,TaskLockAchievement,,,,1,spiritshrine_04_40295_charted,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_LockShrine4,TaskLockAchievement,,,,1,spiritshrine_04_40295_discovered,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container,ConsecutiveTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,8549,4554,,,,@FactionIntro_Marauders_01_Container,,,,false,false,,,,,,,,,,FactionIntro_Marauders_01_Started_Achievement,FactionIntro_Marauders_01_Container2,FactionIntro_Marauders_01_Container3,FactionIntro_Marauders_01_Container4,FactionIntro_Marauders_01_Container5
FactionIntro_Marauders_01_Started_Achievement,TaskUnlockAchievement,,,,1,FactionIntro_Marauders_01_started,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container2,SimpleTaskContainer,,,,0,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_Container2,,,,false,false,,,,,,,,,,FactionIntro_Marauders_01_GetEars,FactionIntro_Marauders_01_GetRing,FactionIntro_Marauders_01_GetRingHidden,,
FactionIntro_Marauders_01_GetEars,TaskHaveAndReturnItems,,,,10,FactionIntro_Marauders_01_LostEar,Lost,100,0,true,,abandoned_village_40289,,,true,,false,3,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_LostEars,,,,true,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_GetRing,TaskHaveAndReturnItems,,,,1,FactionIntro_Marauders_01_SignetRing,Lost_Knight_Tank,40,0,true,,abandoned_village_40289,,,true,,false,5,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_SignetRing,,,,true,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_GetRingHidden,TaskHaveAndReturnItems,,,,1,FactionIntro_Marauders_01_SignetRing,Lost_Knight_Bow,40,0,true,,abandoned_village_40289,,,true,,false,5,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_SignetRing,,,1,true,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container3,ConsecutiveTaskContainer,,,,1,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_Container3,,,,false,false,,,,,,,,,,FactionIntro_Marauders_01_Tibbs_00_Off,FactionIntro_Marauders_01_Tibbs_01_On,FactionIntro_Marauders_01_TalkToTibbs,,
FactionIntro_Marauders_01_Tibbs_00_Off,TaskUnlockAchievement,,,,1,SwapActive_9805_Tibbs_00_Off,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Tibbs_01_On,TaskUnlockAchievement,,,,1,SwapActive_9805_Tibbs_01_On,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_TalkToTibbs,TaskConversationState,,,,1,9805_Tibbs_01,,0,0,false,,,,,false,,false,0,,,,,9805_Tibbs_01_TalkTo,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_TalkToTibbs,,8562 4505,,false,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container4,ConsecutiveTaskContainer,,,,1,,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_Container4,,,,false,false,,,,,,,,,,FactionIntro_Marauders_01_TalkToStroudahia,,,,
FactionIntro_Marauders_01_GoToEnclave,TaskGoToPOITag,,,,0,,,0,0,false,,marauderenclave_40292,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_GoToEnclave,,,,false,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_TriggerArea,TaskTriggerArea,,,,0,Worldevent_cutscene_Marauders,,0,0,true,,marauderenclave_40292,,,false,,false,0,,,,,,Enter,,,0,,,,,,,,,,,,,0,0,,,,@FactionIntro_Marauders_01_GoToEnclave,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_TriggerCutscene,TaskTemporaryUnlockAchievement,,,,1,98_Cutscene_MarauderEnclave,,0,0,false,,,,,false,,false,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,1,false,false,,,,,,,,,,,,,,
FactionIntro_Marauders_01_TalkToStroudahia,TaskConversationState,,,,1,9806_Stroudahia_00,,0,0,false,,,,,false,,false,0,,,,,9806_Stroudahia_00_TalkTo,,,,0,,,,,,,,,,,,,8567,4581,,,,@FactionIntro_Marauders_01_TalkToStroudahia,,,,false,false,,,,,,,,,,,,,,
