ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Hands_MedievalHistoric_DarkHorns,@Skin_Hands_MedievalHistoric_DarkHorns_MasterName,Armor,,@Skin_Hands_MedievalHistoric_DarkHorns_Description,EquippableHands,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDarkHorns_gloves,f_HistoricMedDarkHorns_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Chest_MedievalHistoric_Twitch01,@Skin_Chest_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Chest_MedievalHistoric_Twitch01_Description,EquippableChest,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWings_chest,f_HistoricMedDragonWings_chest,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Head_MedievalHistoric_Twitch01,@Skin_Head_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Head_MedievalHistoric_Twitch01_Description,EquippableHead,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWings_head,f_HistoricMedDragonWings_head,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Legs_MedievalHistoric_Twitch01,@Skin_Legs_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Legs_MedievalHistoric_Twitch01_Description,EquippableLegs,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWings_legs,f_HistoricMedDragonWings_legs,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Feet_MedievalHistoric_Twitch01,@Skin_Feet_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Feet_MedievalHistoric_Twitch01_Description,EquippableFeet,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWings_feet,f_HistoricMedDragonWings_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Hands_MedievalHistoric_Twitch01,@Skin_Hands_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Hands_MedievalHistoric_Twitch01_Description,EquippableHands,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWings_gloves,f_HistoricMedDragonWings_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Chest_MedievalHistoric_Twitch02,@Skin_Chest_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Chest_MedievalHistoric_Twitch02_Description,EquippableChest,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWingsDirty_chest,f_HistoricMedDragonWingsDirty_chest,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Head_MedievalHistoric_Twitch02,@Skin_Head_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Head_MedievalHistoric_Twitch02_Description,EquippableHead,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWingsDirty_head,f_HistoricMedDragonWingsDirty_head,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Legs_MedievalHistoric_Twitch02,@Skin_Legs_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Legs_MedievalHistoric_Twitch02_Description,EquippableLegs,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWingsDirty_legs,f_HistoricMedDragonWingsDirty_legs,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Feet_MedievalHistoric_Twitch02,@Skin_Feet_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Feet_MedievalHistoric_Twitch02_Description,EquippableFeet,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWingsDirty_feet,f_HistoricMedDragonWingsDirty_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Hands_MedievalHistoric_Twitch02,@Skin_Hands_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Hands_MedievalHistoric_Twitch02_Description,EquippableHands,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_HistoricMedDragonWingsDirty_gloves,f_HistoricMedDragonWingsDirty_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_MedievalHistoric_Longsword,@Skin_MedievalHistoric_Longsword_MasterName,Weapon,,@Skin_MedievalHistoric_Longsword_Description,EquippableMainHand+Sword+Melee,,,,0,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hSwordMedievalT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_MedievalHistoric_Greataxe,@Skin_MedievalHistoric_Greataxe_MasterName,Weapon,,@Skin_MedievalHistoric_Greataxe_Description,EquippableTwoHand+2HAxe+Melee,,,,0,,,,,,Skin_Greataxe,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hGreatAxeMedievalT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_MedievalHistoric_FireStaff,@Skin_MedievalHistoric_FireStaff_MasterName,Weapon,,@Skin_MedievalHistoric_FireStaff_Description,EquippableMainHand+FireStaff+Magic,,,,0,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hFireStaffMedievalT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_MedievalHistoric_Blunderbuss,@Skin_MedievalHistoric_Blunderbuss_MasterName,Weapon,,@Skin_MedievalHistoric_Blunderbuss_Description,EquippableTwoHand+Blunderbuss+Ranged,,,,0,,,,,,Skin_Blunderbuss,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hBlunderbussMedievalT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_MedievalHistoric_Greatsword,@Skin_MedievalHistoric_Greatsword_MasterName,Weapon,,@Skin_MedievalHistoric_Greatsword_Description,EquippableTwoHand+GreatSword+Melee,,,,0,,,,,,Skin_Greatsword,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hGreatswordMedievalT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_MedievalHistoric_Spear,@Skin_MedievalHistoric_Spear_MasterName,Weapon,,@Skin_MedievalHistoric_Spear_Description,EquippableTwoHand+Spear+Melee,,,,0,,,,,,Skin_Spear,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hSpearMedievalT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
