ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Hands_Mar2023_FirelightBackScarf,@Skin_Hands_Mar2023_FirelightBackScarf_MasterName,Armor,,@Skin_Hands_Mar2023_FirelightBackScarf_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightBackScarf_gloves,f_FirelightBackScarf_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Mar2023_FirelightSpades,@Skin_Chest_Mar2023_FirelightSpades_MasterName,Armor,,@Skin_Chest_Mar2023_FirelightSpades_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightSpades_chest,f_FirelightSpades_chest,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Head_Mar2023_FirelightSpades,@Skin_Head_Mar2023_FirelightSpades_MasterName,Armor,,@Skin_Head_Mar2023_FirelightSpades_Description,EquippableHead,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightSpades_head,f_FirelightSpades_head,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Legs_Mar2023_FirelightSpades,@Skin_Legs_Mar2023_FirelightSpades_MasterName,Armor,,@Skin_Legs_Mar2023_FirelightSpades_Description,EquippableLegs,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightSpades_legs,f_FirelightSpades_legs,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Feet_Mar2023_FirelightSpades,@Skin_Feet_Mar2023_FirelightSpades_MasterName,Armor,,@Skin_Feet_Mar2023_FirelightSpades_Description,EquippableFeet,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightSpades_feet,f_FirelightSpades_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Hands_Mar2023_FirelightSpades,@Skin_Hands_Mar2023_FirelightSpades_MasterName,Armor,,@Skin_Hands_Mar2023_FirelightSpades_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightSpades_gloves,f_FirelightSpades_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Mar2023_FirelightDeluxe,@Skin_Chest_Mar2023_FirelightDeluxe_MasterName,Armor,,@Skin_Chest_Mar2023_FirelightDeluxe_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightDeluxe_chest,f_FirelightDeluxe_chest,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Head_Mar2023_FirelightDeluxe,@Skin_Head_Mar2023_FirelightDeluxe_MasterName,Armor,,@Skin_Head_Mar2023_FirelightDeluxe_Description,EquippableHead,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightDeluxe_head,f_FirelightDeluxe_head,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Legs_Mar2023_FirelightDeluxe,@Skin_Legs_Mar2023_FirelightDeluxe_MasterName,Armor,,@Skin_Legs_Mar2023_FirelightDeluxe_Description,EquippableLegs,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightDeluxe_legs,f_FirelightDeluxe_legs,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Feet_Mar2023_FirelightDeluxe,@Skin_Feet_Mar2023_FirelightDeluxe_MasterName,Armor,,@Skin_Feet_Mar2023_FirelightDeluxe_Description,EquippableFeet,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightDeluxe_feet,f_FirelightDeluxe_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Hands_Mar2023_FirelightDeluxe,@Skin_Hands_Mar2023_FirelightDeluxe_MasterName,Armor,,@Skin_Hands_Mar2023_FirelightDeluxe_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FirelightDeluxe_gloves,f_FirelightDeluxe_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Bow,@Skin_Mar2023_Bow_MasterName,Weapon,,@Skin_Mar2023_Bow_Description,EquippableTwoHand+Bow+Ranged,,,,0,,,,,0,Skin_Bow,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hBowFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Greataxe,@Skin_Mar2023_Greataxe_MasterName,Weapon,,@Skin_Mar2023_Greataxe_Description,EquippableTwoHand+2HAxe+Melee,,,,0,,,,,0,Skin_GreatAxe,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hGreatAxeFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_ShieldK,@Skin_Mar2023_ShieldK_MasterName,Weapon,,@Skin_Mar2023_ShieldK_Description,EquippableOffHand+Shield+KiteShield,,,,0,,,,,0,Skin_Shield,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hKiteShieldFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Longsword,@Skin_Mar2023_Longsword_MasterName,Weapon,,@Skin_Mar2023_Longsword_Description,EquippableMainHand+Sword+Melee,,,,0,,,,,0,Skin_Longsword,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hSwordFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Musket,@Skin_Mar2023_Musket_MasterName,Weapon,,@Skin_Mar2023_Musket_Description,EquippableTwoHand+Musket+Ranged,,,,0,,,,,0,Skin_Musket,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hMusketFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Rapier,@Skin_Mar2023_Rapier_MasterName,Weapon,,@Skin_Mar2023_Rapier_Description,EquippableMainHand+Rapier+Melee,,,,0,,,,,0,Skin_Rapier,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hRapierFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_ShieldR,@Skin_Mar2023_ShieldR_MasterName,Weapon,,@Skin_Mar2023_ShieldR_Description,EquippableOffHand+Shield+RoundShield,,,,0,,,,,0,Skin_Shield,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hRoundShieldFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Spear,@Skin_Mar2023_Spear_MasterName,Weapon,,@Skin_Mar2023_Spear_Description,EquippableTwoHand+Spear+Melee,,,,0,,,,,0,Skin_Spear,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hSpearFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Hatchet,@Skin_Mar2023_Hatchet_MasterName,Weapon,,@Skin_Mar2023_Hatchet_Description,EquippableMainHand+Hatchet+Melee,,,,0,,,,,0,Skin_Hatchet,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hHatchetFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Warhammer,@Skin_Mar2023_Warhammer_MasterName,Weapon,,@Skin_Mar2023_Warhammer_Description,EquippableTwoHand+2HHammer+Melee,,,,0,,,,,0,Skin_WarHammer,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hWarhammerFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_FireStaff,@Skin_Mar2023_FireStaff_MasterName,Weapon,,@Skin_Mar2023_FireStaff_Description,EquippableMainHand+FireStaff+Magic,,,,0,,,,,0,Skin_FireStaff,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hFireStaffFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_LifeStaff,@Skin_Mar2023_LifeStaff_MasterName,Weapon,,@Skin_Mar2023_LifeStaff_Description,EquippableMainHand+LifeStaff+Magic,,,,0,,,,,0,Skin_LifeStaff,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hLifeStaffFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_ShieldT,@Skin_Mar2023_ShieldT_MasterName,Weapon,,@Skin_Mar2023_ShieldT_Description,EquippableOffHand+Shield+TowerShield,,,,0,,,,,0,Skin_Shield,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hTowerShieldFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_IceGauntlet,@Skin_Mar2023_IceGauntlet_MasterName,Weapon,,@Skin_Mar2023_IceGauntlet_Description,EquippableMainHand+IceMagic+Magic,,,,0,,,,,0,Skin_IceGauntlet,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hIceGauntletFirelightT5,2hIceGauntletFirelightT5,,0,0,,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_VoidGauntlet,@Skin_Mar2023_VoidGauntlet_MasterName,Weapon,,@Skin_Mar2023_VoidGauntlet_Description,EquippableMainHand+VoidGauntlet+Magic,,,,0,,,,,0,Skin_VoidGauntlet,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hVoidGauntletFirelightT5,2hVoidGauntletFirelightT5,,0,0,,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Blunderbuss,@Skin_Mar2023_Blunderbuss_MasterName,Weapon,,@Skin_Mar2023_Blunderbuss_Description,EquippableTwoHand+Blunderbuss+Ranged,,,,0,,,,,0,Skin_Blunderbuss,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hBlunderbussFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Greatsword,@Skin_Mar2023_Greatsword_MasterName,Weapon,,@Skin_Mar2023_Greatsword_Description,Weapon+EquippableTwoHand+GreatSword+Melee,,,,0,,,,,0,Skin_Greatsword,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hGreatswordFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_FishingPole,@Skin_Mar2023_FishingPole_MasterName,Weapon,,@Skin_Mar2023_FishingPole_Description,EquippableTool+FishingPole,,,,0,,,,,0,Skin_FishingPole,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hFishingPoleFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_AzothStaff,@Skin_Mar2023_AzothStaff_MasterName,Weapon,,@Skin_Mar2023_AzothStaff_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,0,,,,,0,Skin_AzothStaff,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hAzothScepterFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_LoggingAxe,@Skin_Mar2023_LoggingAxe_MasterName,Weapon,,@Skin_Mar2023_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,0,,,,,0,Skin_LoggingAxe,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hLoggingAxeFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Pickaxe,@Skin_Mar2023_Pickaxe_MasterName,Weapon,,@Skin_Mar2023_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,0,,,,,0,Skin_Pick,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hPickaxeFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_Sickle,@Skin_Mar2023_Sickle_MasterName,Weapon,,@Skin_Mar2023_Sickle_Description,EquippableTool+Axe+Sickle,,,,0,,,,,0,Skin_Sickle,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hSickleFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_SkinningKnife,@Skin_Mar2023_SkinningKnife_MasterName,Weapon,,@Skin_Mar2023_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,0,,,,,0,Skin_SkinningKnife,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hSkinningKnifeFirelightT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
CampSkin_Firelight01_A,@CampSkin_Firelight01_A_MasterName,Blueprint,,@CampSkin_Firelight01_A_Description,Blueprint,,,,0,,,,,1,,,,,,,,,,,,,,,,,0,,0,0,0,UI_Consumable,,,,,,0,1,Structures/Camps/CampVariants/CampSkin_Firelight01_A,,LyShineUI/Images/Icons/Items/CampSkins/CampSkin_Firelight_01_A.png,LyShineUI/Images/Icons/Items_HiRes/CampSkins/CampSkin_Firelight_01_A.png,10000,0,,,,0,,0,0,1,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Blueprint,Play_UI_Drop_Blueprint,Play_UI_Use_Blueprint,Play_UI_Created_Blueprint,,,,,,,,
CampSkin_Firelight01_B,@CampSkin_Firelight01_B_MasterName,Blueprint,,@CampSkin_Firelight01_B_Description,Blueprint,,,,0,,,,,1,,,,,,,,,,,,,,,,,0,,0,0,0,UI_Consumable,,,,,,0,1,Structures/Camps/CampVariants/CampSkin_Firelight01_B,,LyShineUI/Images/Icons/Items/CampSkins/CampSkin_Firelight_02_A.png,LyShineUI/Images/Icons/Items_HiRes/CampSkins/CampSkin_Firelight_02_A.png,10000,0,,,,0,,0,0,1,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Blueprint,Play_UI_Drop_Blueprint,Play_UI_Use_Blueprint,Play_UI_Created_Blueprint,,,,,,,,
Skin_Mar2023_DrumsFirelightT5,@Skin_Mar2023_DrumsFirelightT5_MasterName,Weapon,,@Skin_Mar2023_DrumsFirelightT5_Description,EquippableTool+InstrumentDrums,,,,0,,,,,0,2hInstrumentDrumT5,,,,,,,,,,,,,,,,0,,0,0,0,UI_Instruments,,,DrumsFirelightT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_GuitarFirelightT5,@Skin_Mar2023_GuitarFirelightT5_MasterName,Weapon,,@Skin_Mar2023_GuitarFirelightT5_Description,EquippableTool+InstrumentGuitar,,,,0,,,,,0,2hInstrumentGuitarT5,,,,,,,,,,,,,,,,0,,0,0,0,UI_Instruments,,,GuitarFirelightT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Mar2023_URBassFirelightT5,@Skin_Mar2023_URBassFirelightT5_MasterName,Weapon,,@Skin_Mar2023_URBassFirelightT5_Description,EquippableTool+InstrumentUprightBass,,,,0,,,,,0,2hInstrumentUprightBassT5,,,,,,,,,,,,,,,,0,,0,0,0,UI_Instruments,,,URBassFirelightT5,,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
