ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Feet_Jun2023_FrontWasteGambeson,@Skin_Feet_Jun2023_FrontWasteGambeson_MasterName,Armor,,@Skin_Feet_Jun2023_FrontWasteGambeson_Description,EquippableFeet,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteGambeson_feet,f_FrontWasteGambeson_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Hands_Jun2023_FrontWasteGambeson,@Skin_Hands_Jun2023_FrontWasteGambeson_MasterName,Armor,,@Skin_Hands_Jun2023_FrontWasteGambeson_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteGambeson_gloves,f_FrontWasteGambeson_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Jun2023_FrontWasteDeluxe,@Skin_Chest_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Chest_Jun2023_FrontWasteDeluxe_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteDeluxe_chest,f_FrontWasteDeluxe_chest,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Head_Jun2023_FrontWasteDeluxe,@Skin_Head_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Head_Jun2023_FrontWasteDeluxe_Description,EquippableHead,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteDeluxe_head,f_FrontWasteDeluxe_head,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Legs_Jun2023_FrontWasteDeluxe,@Skin_Legs_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Legs_Jun2023_FrontWasteDeluxe_Description,EquippableLegs,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteDeluxe_legs,f_FrontWasteDeluxe_legs,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Feet_Jun2023_FrontWasteDeluxe,@Skin_Feet_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Feet_Jun2023_FrontWasteDeluxe_Description,EquippableFeet,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteDeluxe_feet,f_FrontWasteDeluxe_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Hands_Jun2023_FrontWasteDeluxe,@Skin_Hands_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Hands_Jun2023_FrontWasteDeluxe_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteDeluxe_gloves,f_FrontWasteDeluxe_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Jun2023_FrontWasteTwitch,@Skin_Chest_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Chest_Jun2023_FrontWasteTwitch_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteTwitch_chest,f_FrontWasteTwitch_chest,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Head_Jun2023_FrontWasteTwitch,@Skin_Head_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Head_Jun2023_FrontWasteTwitch_Description,EquippableHead,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteTwitch_head,f_FrontWasteTwitch_head,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Legs_Jun2023_FrontWasteTwitch,@Skin_Legs_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Legs_Jun2023_FrontWasteTwitch_Description,EquippableLegs,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteTwitch_legs,f_FrontWasteTwitch_legs,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Feet_Jun2023_FrontWasteTwitch,@Skin_Feet_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Feet_Jun2023_FrontWasteTwitch_Description,EquippableFeet,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteTwitch_feet,f_FrontWasteTwitch_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Hands_Jun2023_FrontWasteTwitch,@Skin_Hands_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Hands_Jun2023_FrontWasteTwitch_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,,m_FrontWasteTwitch_gloves,f_FrontWasteTwitch_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_ShieldT_FrontierWastelander,@Skin_ShieldT_FrontierWastelander_MasterName,Weapon,,@Skin_ShieldT_FrontierWastelander_Description,EquippableOffHand+Shield+TowerShield,,,,0,,,,,0,Skin_Shield,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hTowerShieldFrontierWastelandT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Warhammer_FrontierWastelander,@Skin_Warhammer_FrontierWastelander_MasterName,Weapon,,@Skin_Warhammer_FrontierWastelander_Description,EquippableTwoHand+2HHammer+Melee,,,,0,,,,,0,Skin_WarHammer,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hWarhammerFrontierWastelandT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Bow_FrontierWastelander,@Skin_Bow_FrontierWastelander_MasterName,Weapon,,@Skin_Bow_FrontierWastelander_Description,EquippableTwoHand+Bow+Ranged,,,,0,,,,,0,Skin_Bow,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hBowFrontierWastelandT5,2hBowT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Greatsword_FrontierWastelander,@Skin_Greatsword_FrontierWastelander_MasterName,Weapon,,@Skin_Greatsword_FrontierWastelander_Description,Weapon+EquippableTwoHand+GreatSword+Melee,,,,0,,,,,0,Skin_Greatsword,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hGreatswordFrontierWastelandT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_LifeStaff_FrontierWastelander,@Skin_LifeStaff_FrontierWastelander_MasterName,Weapon,,@Skin_LifeStaff_FrontierWastelander_Description,EquippableMainHand+LifeStaff+Magic,,,,0,,,,,0,Skin_LifeStaff,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hLifeStaffFrontierWastelandT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_IceGauntlet_FrontierWastelander,@Skin_IceGauntlet_FrontierWastelander_MasterName,Weapon,,@Skin_IceGauntlet_FrontierWastelander_Description,EquippableMainHand+IceMagic+Magic,,,,0,,,,,0,Skin_IceGauntlet,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hIceGauntletFrontierWastelandT5,2hIceGauntletFrontierWastelandT5,,0,0,,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_FishingPole_FrontierWastelander,@Skin_FishingPole_FrontierWastelander_MasterName,Weapon,,@Skin_FishingPole_FrontierWastelander_Description,EquippableTool+FishingPole,,,,0,,,,,0,Skin_FishingPole,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hFishingPoleFrontierWastelanderT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_AzothStaff_FrontierWastelander,@Skin_AzothStaff_FrontierWastelander_MasterName,Weapon,,@Skin_AzothStaff_FrontierWastelander_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,0,,,,,0,Skin_AzothStaff,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hAzothScepterFrontierWastelanderT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_LoggingAxe_FrontierWastelander,@Skin_LoggingAxe_FrontierWastelander_MasterName,Weapon,,@Skin_LoggingAxe_FrontierWastelander_Description,EquippableTool+Axe+LoggingAxe,,,,0,,,,,0,Skin_LoggingAxe,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,2hLoggingAxeFrontierWastelanderT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Pickaxe_FrontierWastelander,@Skin_Pickaxe_FrontierWastelander_MasterName,Weapon,,@Skin_Pickaxe_FrontierWastelander_Description,EquippableTool+Axe+Pickaxe,,,,0,,,,,0,Skin_Pick,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hPickaxeFrontierWastelanderT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Sickle_FrontierWastelander,@Skin_Sickle_FrontierWastelander_MasterName,Weapon,,@Skin_Sickle_FrontierWastelander_Description,EquippableTool+Axe+Sickle,,,,0,,,,,0,Skin_Sickle,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hSickleFrontierWastelanderT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_SkinningKnife_FrontierWastelander,@Skin_SkinningKnife_FrontierWastelander_MasterName,Weapon,,@Skin_SkinningKnife_FrontierWastelander_Description,EquippableTool+Axe+SkinningKnife,,,,0,,,,,0,Skin_SkinningKnife,,,,,,,,,,,,,,,,0,,0,0,0,UI_Weapon,,,1hSkinningKnifeFrontierWastelanderT5,,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
CampSkin_FrontierWaste01_A,@CampSkin_FrontierWaste01_A_MasterName,Blueprint,,@CampSkin_FrontierWaste01_A_Description,Blueprint,,,,0,,,,,1,,,,,,,,,,,,,,,,,0,,0,0,0,UI_Consumable,,,,,,0,1,Structures/Camps/CampVariants/CampSkin_FrontierWaste01_A,,LyShineUI/Images/Icons/Items/CampSkins/CampSkin_FrontierWaste01_A,LyShineUI/Images/Icons/Items_HiRes/CampSkin_FrontierWaste01_A,10000,0,,,,0,,0,0,1,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Blueprint,Play_UI_Drop_Blueprint,Play_UI_Use_Blueprint,Play_UI_Created_Blueprint,,,,,,,,
