SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,UseDirectTargetAsAttachOwner,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,SpawnSecondaryOnPassthrough,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,SecondarySpellProjectileLaunchAngles,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,WeaponSlotOverride,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
LifeStaff_HealingWave_CastRange_Upgrade,LifeStaff_HealingWave_HoT,0,false,false,false,false,false,,,false,false,false,false,false,true,,false,false,Celestial_Heal_AoE_Staff_Mana_Upgrade,true,500,,5,,3,,,,30,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_heal,,,,
LifeStaff_HealingWave_SpellPower_Upgrade,LifeStaff_HealingWave_HoT_Upgrade,0,false,false,false,false,false,,,false,false,false,false,false,true,,false,false,Celestial_Heal_AoE_Staff_Mana_Upgrade,true,500,,5,,3,,,,30,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_heal,,,,
LifeStaff_HealingWave_Self,LifeStaff_HealingWave_HoT,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_HealingWave,true,500,,5,,3,,,,20,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_heal,,,,
LifeStaff_HealingWave_Mana_Upgrade_Self,LifeStaff_HealingWave_HoT,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,Celestial_Heal_AoE_Staff_Mana_Upgrade,true,500,,5,,3,,,,20,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_heal,,,,
LifeStaff_HealingWave_CastRange_Upgrade_Self,LifeStaff_HealingWave_HoT,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,Celestial_Heal_AoE_Staff_Mana_Upgrade,true,500,,5,,3,,,,30,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_heal,,,,
LifeStaff_HealingWave_SpellPower_Upgrade_Self,LifeStaff_HealingWave_HoT_Upgrade,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,Celestial_Heal_AoE_Staff_Mana_Upgrade,true,500,,5,,3,,,,30,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_heal,,,,
LifeStaff_TouchOfLight,LifeStaff_DivineEmbrace_Heal,0,false,false,false,false,false,,,false,false,false,false,false,true,,false,false,LifeStaff_TouchOfLife,true,500,,5,,0.5,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
LifeStaff_TouchOfLight_Mana_Upgrade,LifeStaff_DivineEmbrace_Heal,0,false,false,false,false,false,,,false,false,false,false,false,true,,false,false,LifeStaff_TouchOfLife_Mana_Upgrade,true,500,,5,,0.5,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
LifeStaff_TouchOfLight_Buff_Upgrade,LifeStaff_DivineEmbrace_Heal_Upgrade,0,false,false,false,false,false,,,false,false,false,false,false,true,,false,false,LifeStaff_TouchOfLife_Mana_Upgrade,true,500,,5,,0.5,,,,30,5,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_Life_Staff_TouchOfLight_Upgrade,,,,
LifeStaff_TouchOfLight_Target_Ally_Heal,LifeStaff_DivineEmbrace_Heal_Upgrade,0,false,false,true,false,false,,,false,false,false,false,false,false,,false,false,,true,3000,,5,,8,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,ClosestTargetInAoe,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
LifeStaff_TouchOfLight_Self,LifeStaff_DivineEmbrace_Heal,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_TouchOfLife,true,500,,5,,0.5,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
LifeStaff_TouchOfLight_Mana_Upgrade_Self,LifeStaff_DivineEmbrace_Heal,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_TouchOfLife_Mana_Upgrade,true,500,,5,,0.5,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
LifeStaff_TouchOfLight_Buff_Upgrade_Self,LifeStaff_DivineEmbrace_Heal_Upgrade,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_TouchOfLife_Mana_Upgrade,true,500,,5,,0.5,,,,30,5,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_Life_Staff_TouchOfLight_Upgrade,,,,
LifeStaff_Protector_IncreasedHealing_Passive,LifeStaff_IncreasedHealing_Passive,0,false,false,true,true,false,,,false,false,false,false,false,false,,false,true,,false,-1,,5,,15,,,,0,5,,,,0,,,,,,,,,,,GroupNoRange,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership_norange,,,,
LifeStaff_Protector_5prcnt_Shield,,0,false,false,true,false,false,,,false,false,true,false,false,false,,false,true,,false,10000,,5,,3,,,,0,5,,,,0,,,,,,,,,,,Friend,Ability,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/AI_Mage_Spell_Ball,,,,
LifeStaff_Protector_Mana_Regen,LifeStaff_Mana_Regen,0,false,false,true,false,false,,,false,false,false,false,false,false,,false,true,,false,-1,,5,,10,,,,0,5,,,,0,,,,,,,,,,,GroupNoRange,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership_norange,,,,
LifeStaff_Aim_Walk_Speed_Upgrade,LifeStaff_Aim_Walk_Speed_Passive,0,false,false,true,false,false,,,false,false,true,false,false,false,,false,false,,false,-1,,5,,3,,,,0,5,,,,0,,,,,,,,,,,Friend,Elemental,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
LifeStaff_Revive,PreventResuscitateTimer,0,true,false,true,false,false,,,false,false,false,false,false,false,,false,false,,true,10000,,5,,3,,,,1,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
LifeStaff_Revive_Resuscitate_Timer,MassRezTimer,0,true,false,true,false,false,,,false,false,false,false,false,false,,false,false,,true,900000,,5,,15,,,,1,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_MassRez,,,,
LifeStaff_Revive_MR,MassRezTimer,0,true,false,true,false,false,,,false,false,false,false,false,false,,false,false,,true,900000,,5,,15,,,,1,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_MassRez,,,,
LifeStaff_MR_Victim_Effect,LifeStaff_MR_Victim_Effect,0,false,false,false,false,false,,,false,false,false,false,false,false,,true,true,,true,5000,,5,,15,,,,0,5,,,,0,,,,,,,,,,,Friend,Ability,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
LifeStaff_MR_Victim_Effect_Active,LifeStaff_MR_Victim_Effect_Active,0,false,false,true,false,false,,,false,false,true,false,false,false,,true,true,,true,5000,,5,,1,,,,0,5,,,,0,,,,,,,,,,,Friend,Ability,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
LifeStaff_Speed_Intro,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_Speed_Intro,false,500,,0,,0,,,,0,0,,,,0,,,,,,,,,,,All,Ability,AoE,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphon_Healing_Check_To_Cast,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,Siphon_Healing_Check_To_Cast,false,500,,0,,0,,,,0,0,,,,0,,,,,,,,,,,All,Ability,AoE,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeStaff_TEST,,0,false,false,true,false,false,,,false,false,false,false,false,false,,false,false,,true,-1,,5,,10,,,,0,5,,,,0,,,,,,,,,,,Group,Ability,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
Spell_Ability_Lifestaff_SplashofLight,Status_LifeStaff_SplashofLight,0,false,false,true,false,false,,,false,false,false,false,false,false,,false,true,LifeStaff_HolyShield,false,500,,50,,100,,,,0,5,,,,0.10000000149011612,,,,,,,,,,,Group,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_SplashofLight,,,,,Items/Weapons/spell_aoe_splashoflight,,,,
Spell_Ability_LifeStaff_OrbofProtection,"Status_Ability_Lifestaff_OrbofProtection,Status_Ability_Lifestaff_OrbofProtection_Heal",0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_OrbofLight,true,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,All,Ability,Projectile,,,,,false,true,,,,LifeStaff,Heavy,,,,,,,,,,,,,,,,DamageTable,LifeStaff_OrbofProtection_Aoe,,,,,Items/Weapons/LifeStaff_OrbofProtection,,,,
Spell_Ability_LifeStaff_OrbofProtection_AOE,"Status_Ability_Lifestaff_OrbofProtection,Status_Ability_Lifestaff_OrbofProtection_Heal",0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_OrbofLight,true,500,,5,,1.3300000429153442,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_OrbofProtection_Aoe,,,,,Items/Weapons/LifeStaff_OrbofProtection_Impact,,,,
Spell_Ability_LifeStaff_OrbofProtection_HOT,"Status_Ability_Lifestaff_OrbofProtection,Status_Ability_Lifestaff_OrbofProtection_Heal,Status_Ability_Lifestaff_OrbofProtection_HealoverTime",0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_OrbofLight,true,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,All,Ability,Projectile,,,,,false,true,,,,LifeStaff,Heavy,,,,,,,,,,,,,,,,DamageTable,LifeStaff_OrbofProtection_Aoe,,,,,Items/Weapons/LifeStaff_OrbofProtection,,,,
Spell_Ability_LifeStaff_OrbofProtection_HOT_AOE,"Status_Ability_Lifestaff_OrbofProtection,Status_Ability_Lifestaff_OrbofProtection_Heal,Status_Ability_Lifestaff_OrbofProtection_HealoverTime",0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_OrbofLight,true,500,,5,,1.3300000429153442,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_OrbofProtection_Aoe,,,,,Items/Weapons/LifeStaff_OrbofProtection_Impact,,,,
Spell_Ability_LifeStaff_OrbofProtection_Upgrade,,0,false,false,false,false,false,,,true,false,false,false,false,false,,false,false,LifeStaff_OrbofLight,true,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,All,Ability,Projectile,,,,,false,true,,,,LifeStaff,Heavy,,,,,,,,,,,,,,,,DamageTable,LifeStaff_OrbofProtection_Aoe,,,,,Items/Weapons/LifeStaff_OrbofProtection,Items/Weapons/LifeStaff_OrbofProtection_Impact_LG,Spell_Ability_LifeStaff_OrbofProtection_AOE_Upgrade,,
Spell_Ability_LifeStaff_OrbofProtection_AOE_Upgrade,"Status_Ability_Lifestaff_OrbofProtection,Status_Ability_Lifestaff_OrbofProtection_Heal,Status_Ability_Lifestaff_OrbofProtection_HealoverTime",0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_OrbofLight,true,500,,5,,3,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_OrbofProtection_Aoe,,,,,Items/Weapons/LifeStaff_OrbofProtection_Impact_LG,,,,
Spell_LifeStaff_Light_Projectile,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,true,,false,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,Enemy,Ability,Projectile,,,,,false,true,,,,LifeStaff,Primary,,,,,,,,,,,,,,,,DamageTable,LifeStaff_PrimaryAttackC1,,,,,Items/Weapons/LifeStaff_Heavy_proj,,,,
Spell_LifeStaff_Heavy_Projectile,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,true,LifeStaff_Heavy,false,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,Enemy,Ability,Projectile,,,,,false,true,,,,LifeStaff,Heavy,,,,,,,,,,,,,,,,DamageTable,LifeStaff_PrimaryAttackC2,,,,,Items/Weapons/LifeStaff_Heavy_proj,,,,
Spell_LifeStaff_Light_Projectile_Aoe,Status_Passive_Lifestaff_Healing_HealOnLight,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,,true,500,,5,,1.3300000429153442,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/LifeStaff_Heavy_Upgrade_Explosion,,,,
Spell_LifeStaff_Heavy_Projectile_Aoe,Status_Passive_Lifestaff_Healing_RemoveOnHeavy,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,false,LifeStaff_Heavy,true,500,,5,,1.3300000429153442,,,,25,5,,,,0,,,,,,,,,,,Friend,Celestial,AoE,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/LifeStaff_Heavy_Upgrade_Explosion,,,,
Spell_LifeStaff_Light_Projectile_NoMana,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,true,,false,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,Enemy,Ability,Projectile,,,,,false,true,,,,LifeStaff,Primary,,,,,,,,,,,,,,,,DamageTable,LifeStaff_PrimaryAttackC1,,,,,Items/Weapons/LifeStaff_Heavy_proj,,,,
Spell_LifeStaff_Heavy_Projectile_NoMana,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,true,,false,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,Enemy,Ability,Projectile,,,,,false,true,,,,LifeStaff,Heavy,,,,,,,,,,,,,,,,DamageTable,LifeStaff_PrimaryAttackC2,,,,,Items/Weapons/LifeStaff_Heavy_proj,,,,
Spell_LifeStaff_Light_Projectile_Heal,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,true,,false,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,All,Ability,Projectile,,,,,false,true,,,,LifeStaff,Primary,,,,,,,,,,,,,,,,DamageTable,LifeStaff_PrimaryAttackC1,,,,,Items/Weapons/LifeStaff_Heavy_proj,,,,
Spell_LifeStaff_Heavy_Projectile_Remove,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,true,LifeStaff_Heavy,false,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,Enemy,Ability,Projectile,,,,,false,true,,,,LifeStaff,Heavy,,,,,,,,,,,,,,,,DamageTable,LifeStaff_PrimaryAttackC2,,,,,Items/Weapons/LifeStaff_Heavy_proj,,,,
Spell_LifeStaff_Heavy_Projectile_NoMana_Remove,,0,false,false,false,false,false,,,false,false,false,false,false,false,,false,true,,false,-1,,0,,0,,,,10,0,,,,0,,,,,,,,,,,Enemy,Ability,Projectile,,,,,false,true,,,,LifeStaff,Heavy,,,,,,,,,,,,,,,,DamageTable,LifeStaff_PrimaryAttackC2,,,,,Items/Weapons/LifeStaff_Heavy_proj,,,,
Spell_LifeStaff_DivineEmbrace,Status_Ability_Lifestaff_DivineEmbrace,0,false,false,false,false,false,,,false,false,false,false,false,true,,false,false,LifeStaff_TouchOfLife,true,500,,5,,0.5,,,,25,15,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_DivineEmbrace,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
Spell_LifeStaff_DivineEmbrace_ReducedCost,Status_Ability_Lifestaff_DivineEmbrace,0,false,false,false,false,false,,,false,false,false,false,false,true,,false,false,LifeStaff_TouchOfLife_Mana_Upgrade,true,500,,5,,0.5,,,,25,15,,,,0,,,,,,,,,,,Friend,Celestial,Direct,,,Sphere,,false,true,,,,,,,,,,,,,,,,,,,,,DamageTable,LifeStaff_DivineEmbrace,,,,,Items/Weapons/spell_Life_Staff_TouchofLight,,,,
