Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,RecipeLevel,RollBonus,GatheringMultiplier,GatheringEfficiency,IconTypeUnlock,IsMilestone,Tooltip,EntitlementId,XpReward
72,,0,1186,1158,0,true,,0,720,0,1.156000018119812,,false,,,240
73,,0,1214,1186,0,true,,0,730,0,1.159000039100647,,false,,,245
74,,0,1243,1214,0,true,,0,740,0,1.1619999408721924,,false,,,250
75,,0,1272,1243,0,true,,0,750,0,1.1649999618530273,,false,,,255
76,,0,1301,1272,0,true,,0,760,0,1.1679999828338623,,false,,,261
77,,0,1331,1301,0,true,,0,770,0,1.1710000038146973,,false,,,268
78,,0,1361,1331,0,true,,0,780,0,1.1740000247955322,,false,,,274
79,,0,1391,1361,0,true,,0,790,0,1.1770000457763672,,false,,,280
80,,0,1422,1391,0,true,,0,800,0,1.1799999475479126,,false,,,286
81,,0,1453,1422,0,true,,0,810,0,1.1829999685287476,,false,,,293
82,,0,1484,1453,0,true,,0,820,0,1.1859999895095825,,false,,,299
83,,0,1516,1484,0,true,,0,830,0,1.1890000104904175,,false,,,305
84,,0,1548,1516,0,true,,0,840,0,1.1920000314712524,,false,,,311
85,,0,1580,1548,0,true,,0,850,0,1.1950000524520874,,false,,,318
86,,0,1613,1580,0,true,,0,860,0,1.1979999542236328,,false,,,324
87,,0,1646,1613,0,true,,0,870,0,1.2009999752044678,,false,,,330
88,,0,1679,1646,0,true,,0,880,0,1.2039999961853027,,false,,,336
89,,0,1712,1679,0,true,,0,890,0,1.2070000171661377,,false,,,343
90,,0,1746,1712,0,true,,0,900,0,1.2100000381469727,,false,,,349
91,,0,1780,1746,0,true,,0,910,0,1.2130000591278076,,false,,,355
92,,0,1814,1780,0,true,,0,920,0,1.215999960899353,,false,,,361
93,,0,1848,1814,0,true,,0,930,0,1.218999981880188,,false,,,368
94,,0,1883,1848,0,true,,0,940,0,1.222000002861023,,false,,,374
95,,0,1918,1883,0,true,,0,950,0,1.225000023841858,,false,,,380
96,,0,1953,1918,0,true,,0,960,0,1.2280000448226929,,false,,,386
97,,0,1988,1953,0,true,,0,970,0,1.2309999465942383,,false,,,393
98,,0,2024,1988,0,true,,0,980,0,1.2339999675750732,,false,,,399
99,,0,2060,2024,0,true,,0,990,0,1.2369999885559082,,false,,,405
100,,0,2096,2060,0,true,,0,1000,0,1.2400000095367432,,false,Detect Hemp,,411
101,,0,2132,2096,0,true,,0,1010,0,1.2430000305175781,,false,,,419
102,,0,2168,2132,0,true,,0,1020,0,1.246000051498413,,false,,,426
103,,0,2205,2168,0,true,,0,1030,0,1.2489999532699585,,false,,,434
104,,0,2242,2205,0,true,,0,1040,0,1.2519999742507935,,false,,,441
105,,0,2279,2242,0,true,,0,1050,0,1.2549999952316284,,false,,,449
106,,0,2316,2279,0,true,,0,1060,0,1.2580000162124634,,false,,,456
107,,0,2353,2316,0,true,,0,1070,0,1.2610000371932983,,false,,,464
108,,0,2390,2353,0,true,,0,1080,0,1.2640000581741333,,false,,,471
109,,0,2427,2390,0,true,,0,1090,0,1.2669999599456787,,false,,,479
110,,0,2464,2427,0,true,,0,1100,0,1.2699999809265137,,false,,,486
111,,0,2502,2464,0,true,,0,1110,0,1.2730000019073486,,false,,,494
112,,0,2540,2502,0,true,,0,1120,0,1.2760000228881836,,false,,,501
113,,0,2578,2540,0,true,,0,1130,0,1.2790000438690186,,false,,,509
114,,0,2616,2578,0,true,,0,1140,0,1.281999945640564,,false,,,516
115,,0,2654,2616,0,true,,0,1150,0,1.284999966621399,,false,,,524
116,,0,2692,2654,0,true,,0,1160,0,1.2879999876022339,,false,,,531
117,,0,2730,2692,0,true,,0,1170,0,1.2910000085830688,,false,,,539
118,,0,2768,2730,0,true,,0,1180,0,1.2940000295639038,,false,,,546
119,,0,2806,2768,0,true,,0,1190,0,1.2970000505447388,,false,,,554
120,@ui_aloe,0,2844,2806,0,true,,0,1200,0,1.2999999523162842,Aloe,false,,,561
121,,0,2882,2844,0,true,,0,1210,0,1.3029999732971191,,false,,,569
122,,0,2920,2882,0,true,,0,1220,0,1.305999994277954,,false,,,576
123,,0,2958,2920,0,true,,0,1230,0,1.309000015258789,,false,,,584
124,,0,2996,2958,0,true,,0,1240,0,1.312000036239624,,false,,,591
125,@ui_hempT4,0,3034,2996,0,true,,0,1250,0,1.315000057220459,harvestingplantT4,false,,,599
126,,0,3072,3034,0,true,,0,1260,0,1.3179999589920044,,false,,,608
127,,0,3110,3072,0,true,,0,1270,0,1.3209999799728394,,false,,,616
128,,0,3148,3110,0,true,,0,1280,0,1.3240000009536743,,false,,,625
129,,0,3186,3148,0,true,,0,1290,0,1.3270000219345093,,false,,,634
130,,0,3224,3186,0,true,,0,1300,0,1.3300000429153442,,false,,,643
131,,0,3262,3224,0,true,,0,1310,0,1.3329999446868896,,false,,,651
132,,0,3300,3262,0,true,,0,1320,0,1.3359999656677246,,false,,,660
133,,0,3338,3300,0,true,,0,1330,0,1.3389999866485596,,false,,,669
134,,0,3376,3338,0,true,,0,1340,0,1.3420000076293945,,false,,,678
135,,0,3413,3376,0,true,,0,1350,0,1.3450000286102295,,false,,,686
136,,0,3450,3413,0,true,,0,1360,0,1.3480000495910645,,false,,,695
137,,0,3487,3450,0,true,,0,1370,0,1.3509999513626099,,false,,,704
138,,0,3524,3487,0,true,,0,1380,0,1.3539999723434448,,false,,,713
139,,0,3561,3524,0,true,,0,1390,0,1.3569999933242798,,false,,,721
140,,0,3598,3561,0,true,,0,1400,0,1.3600000143051147,,false,,,730
141,,0,3634,3598,0,true,,0,1410,0,1.3630000352859497,,false,,,739
142,,0,3670,3634,0,true,,0,1420,0,1.3660000562667847,,false,,,748
143,,0,3706,3670,0,true,,0,1430,0,1.36899995803833,,false,,,756
144,,0,3742,3706,0,true,,0,1440,0,1.371999979019165,,false,,,765
145,,0,3778,3742,0,true,,0,1450,0,1.375,,false,,,774
146,,0,3813,3778,0,true,,0,1460,0,1.378000020980835,,false,,,783
147,,0,3848,3813,0,true,,0,1470,0,1.38100004196167,,false,,,791
148,,0,3883,3848,0,true,,0,1480,0,1.3839999437332153,,false,,,800
149,,0,3918,3883,0,true,,0,1490,0,1.3869999647140503,,false,,,809
150,,0,3953,3918,0,true,,0,1500,0,1.3899999856948853,,false,,,818
151,,0,3987,3953,0,true,,0,1510,0,1.3930000066757202,,false,,,826
152,,0,4021,3987,0,true,,0,1520,0,1.3960000276565552,,false,,,835
153,,0,4055,4021,0,true,,0,1530,0,1.3990000486373901,,false,,,844
154,,0,4089,4055,0,true,,0,1540,0,1.4019999504089355,,false,,,853
155,,0,4122,4089,0,true,,0,1550,0,1.4049999713897705,,false,,,861
156,,0,4155,4122,0,true,,0,1560,0,1.4079999923706055,,false,,,870
157,,0,4188,4155,0,true,,0,1570,0,1.4110000133514404,,false,,,879
158,,0,4221,4188,0,true,,0,1580,0,1.4140000343322754,,false,,,888
159,,0,4254,4221,0,true,,0,1590,0,1.4170000553131104,,false,,,896
160,,0,4286,4254,0,true,,0,1600,0,1.4199999570846558,,false,,,905
161,,0,4318,4286,0,true,,0,1610,0,1.4229999780654907,,false,,,915
162,,0,4350,4318,0,true,,0,1620,0,1.4259999990463257,,false,,,925
163,,0,4382,4350,0,true,,0,1630,0,1.4290000200271606,,false,,,935
164,,0,4413,4382,0,true,,0,1640,0,1.4320000410079956,,false,,,945
165,,0,4444,4413,0,true,,0,1650,0,1.434999942779541,,false,,,955
166,,0,4475,4444,0,true,,0,1660,0,1.437999963760376,,false,,,965
167,,0,4506,4475,0,true,,0,1670,0,1.440999984741211,,false,,,975
168,,0,4536,4506,0,true,,0,1680,0,1.444000005722046,,false,,,985
169,,0,4566,4536,0,true,,0,1690,0,1.4470000267028809,,false,,,995
170,,0,4596,4566,0,true,,0,1700,0,1.4500000476837158,,false,,,1005
171,,0,4626,4596,0,true,,0,1710,0,1.4529999494552612,,false,,,1015
172,,0,4655,4626,0,true,,0,1720,0,1.4559999704360962,,false,,,1025
173,,0,4684,4655,0,true,,0,1730,0,1.4589999914169312,,false,,,1035
174,,0,4713,4684,0,true,,0,1740,0,1.4620000123977661,,false,,,1045
175,@ui_alchemy3,0,4741,4713,0,true,,0,1750,0,1.465000033378601,Alchemy3,false,,,1055
176,,0,4769,4741,0,true,,0,1760,0,1.468000054359436,,false,,,1066
177,,0,4797,4769,0,true,,0,1770,0,1.4709999561309814,,false,,,1078
178,,0,4824,4797,0,true,,0,1780,0,1.4739999771118164,,false,,,1089
179,,0,4851,4824,0,true,,0,1790,0,1.4769999980926514,,false,,,1100
180,,0,4878,4851,0,true,,0,1800,0,1.4800000190734863,,false,,,1111
181,,0,4904,4878,0,true,,0,1810,0,1.4830000400543213,,false,,,1123
182,,0,4930,4904,0,true,,0,1820,0,1.4859999418258667,,false,,,1134
183,,0,4956,4930,0,true,,0,1830,0,1.4889999628067017,,false,,,1145
184,,0,4982,4956,0,true,,0,1840,0,1.4919999837875366,,false,,,1156
185,,0,5007,4982,0,true,,0,1850,0,1.4950000047683716,,false,,,1168
186,,0,5032,5007,0,true,,0,1860,0,1.4980000257492065,,false,,,1179
187,,0,5057,5032,0,true,,0,1870,0,1.5010000467300415,,false,,,1190
188,,0,5081,5057,0,true,,0,1880,0,1.503999948501587,,false,,,1201
189,,0,5105,5081,0,true,,0,1890,0,1.5069999694824219,,false,,,1213
190,,0,5129,5105,0,true,,0,1900,0,1.5099999904632568,,false,,,1224
191,,0,5152,5129,0,true,,0,1910,0,1.5130000114440918,,false,,,1236
192,,0,5175,5152,0,true,,0,1920,0,1.5160000324249268,,false,,,1249
193,,0,5198,5175,0,true,,0,1930,0,1.5190000534057617,,false,,,1261
194,,0,5220,5198,0,true,,0,1940,0,1.5219999551773071,,false,,,1274
195,,0,5242,5220,0,true,,0,1950,0,1.524999976158142,,false,,,1286
196,,0,5264,5242,0,true,,0,1960,0,1.527999997138977,,false,,,1299
197,,0,5286,5264,0,true,,0,1970,0,1.531000018119812,,false,,,1311
198,,0,5307,5286,0,true,,0,1980,0,1.534000039100647,,false,,,1324
199,,0,5328,5307,0,true,,0,1990,0,1.5369999408721924,,false,,,1336
200,@ui_hempT5,0,5349,5328,0,true,,0,2000,0,1.5399999618530273,harvestingplantT5,false,Detect Alchemy Plants,,1349
201,,0,5242,5349,0,true,,0,2010,0,1.9550000429153442,,false,,,1444
202,,0,5269,5242,0,true,,0,2020,0,1.9600000381469727,,false,,,1450
203,,0,5297,5269,0,true,,0,2030,0,1.965000033378601,,false,,,1456
204,,0,5324,5297,0,true,,0,2040,0,1.9700000286102295,,false,,,1463
205,,0,5352,5324,0,true,,0,2050,0,1.975000023841858,,false,Detect T4 plants,,1469
206,,0,5379,5352,0,true,,0,2060,0,1.9800000190734863,,false,,,1475
207,,0,5407,5379,0,true,,0,2070,0,1.9850000143051147,,false,,,1481
208,,0,5434,5407,0,true,,0,2080,0,1.9900000095367432,,false,,,1488
209,,0,5462,5434,0,true,,0,2090,0,1.9950000047683716,,false,,,1494
210,,0,5489,5462,0,true,,0,2100,0,2,,false,,,1500
211,,0,5517,5489,0,true,,0,2110,0,2.005000114440918,,false,,,1506
212,,0,5544,5517,0,true,,0,2120,0,2.009999990463257,,false,,,1513
213,,0,5572,5544,0,true,,0,2130,0,2.015000104904175,,false,,,1519
214,,0,5599,5572,0,true,,0,2140,0,2.0199999809265137,,false,,,1525
215,,0,5627,5599,0,true,,0,2150,0,2.0250000953674316,,false,,,1531
216,,0,5654,5627,0,true,,0,2160,0,2.0299999713897705,,false,,,1538
217,,0,5682,5654,0,true,,0,2170,0,2.0350000858306885,,false,,,1544
218,,0,5709,5682,0,true,,0,2180,0,2.0399999618530273,,false,,,1550
219,,0,5737,5709,0,true,,0,2190,0,2.0450000762939453,,false,,,1556
220,,0,5764,5737,0,true,,0,2200,0,2.049999952316284,,false,,,1563
221,,0,5792,5764,0,true,,0,2210,0,2.055000066757202,,false,,,1569
222,,0,5819,5792,0,true,,0,2220,0,2.059999942779541,,false,,,1575
223,,0,5847,5819,0,true,,0,2230,0,2.065000057220459,,false,,,1581
224,,0,5874,5847,0,true,,0,2240,0,2.069999933242798,,false,,,1588
225,,0,5902,5874,0,true,,0,2250,0,2.075000047683716,,false,,,1594
226,,0,5929,5902,0,true,,0,2260,0,2.0799999237060547,,false,,,1600
227,,0,5957,5929,0,true,,0,2270,0,2.0850000381469727,,false,,,1606
228,,0,5984,5957,0,true,,0,2280,0,2.0899999141693115,,false,,,1613
229,,0,6012,5984,0,true,,0,2290,0,2.0950000286102295,,false,,,1619
230,,0,6039,6012,0,true,,0,2300,0,2.0999999046325684,,false,,,1625
231,,0,6067,6039,0,true,,0,2310,0,2.1050000190734863,,false,,,1631
232,,0,6094,6067,0,true,,0,2320,0,2.109999895095825,,false,,,1638
233,,0,6122,6094,0,true,,0,2330,0,2.115000009536743,,false,,,1644
234,,0,6149,6122,0,true,,0,2340,0,2.119999885559082,,false,,,1650
235,,0,6177,6149,0,true,,0,2350,0,2.125,,false,,,1656
236,,0,6204,6177,0,true,,0,2360,0,2.130000114440918,,false,,,1663
237,,0,6232,6204,0,true,,0,2370,0,2.134999990463257,,false,,,1669
238,,0,6259,6232,0,true,,0,2380,0,2.140000104904175,,false,,,1675
239,,0,6287,6259,0,true,,0,2390,0,2.1449999809265137,,false,,,1681
240,,0,6314,6287,0,true,,0,2400,0,2.1500000953674316,,false,,,1688
241,,0,6342,6314,0,true,,0,2410,0,2.1549999713897705,,false,,,1694
242,,0,6369,6342,0,true,,0,2420,0,2.1600000858306885,,false,,,1700
243,,0,6397,6369,0,true,,0,2430,0,2.1649999618530273,,false,,,1706
244,,0,6424,6397,0,true,,0,2440,0,2.1700000762939453,,false,,,1713
245,,0,6452,6424,0,true,,0,2450,0,2.174999952316284,,false,,,1719
246,,0,6479,6452,0,true,,0,2460,0,2.180000066757202,,false,,,1725
247,,0,6507,6479,0,true,,0,2470,0,2.184999942779541,,false,,,1731
248,,0,6534,6507,0,true,,0,2480,0,2.190000057220459,,false,,,1738
249,,0,6562,6534,0,true,,0,2490,0,2.194999933242798,,false,,,1744
250,,0,6589,6562,0,true,,0,2500,0,2.200000047683716,,false,,,1750
251,,0,6617,6589,0,true,,0,2510,0,2.2049999237060547,,false,,,1756
252,,0,6644,6617,0,true,,0,2520,0,2.2100000381469727,,false,,,1763
253,,0,6672,6644,0,true,,0,2530,0,2.2149999141693115,,false,,,1769
254,,0,6699,6672,0,true,,0,2540,0,2.2200000286102295,,false,,,1775
255,,0,6727,6699,0,true,,0,2550,0,2.2249999046325684,,false,,,1781
256,,0,6754,6727,0,true,,0,2560,0,2.2300000190734863,,false,,,1788
257,,0,6782,6754,0,true,,0,2570,0,2.234999895095825,,false,,,1794
258,,0,6809,6782,0,true,,0,2580,0,2.240000009536743,,false,,,1800
259,,0,6837,6809,0,true,,0,2590,0,2.244999885559082,,false,,,1806
260,,0,6864,6837,0,true,,0,2600,0,2.25,,false,,,1813
261,,0,6892,6864,0,true,,0,2610,0,2.255000114440918,,false,,,1819
262,,0,6919,6892,0,true,,0,2620,0,2.259999990463257,,false,,,1825
263,,0,6947,6919,0,true,,0,2630,0,2.265000104904175,,false,,,1831
264,,0,6974,6947,0,true,,0,2640,0,2.2699999809265137,,false,,,1838
265,,0,7002,6974,0,true,,0,2650,0,2.2750000953674316,,false,,,1844
266,,0,7029,7002,0,true,,0,2660,0,2.2799999713897705,,false,,,1850
267,,0,7057,7029,0,true,,0,2670,0,2.2850000858306885,,false,,,1856
268,,0,7084,7057,0,true,,0,2680,0,2.2899999618530273,,false,,,1863
269,,0,7112,7084,0,true,,0,2690,0,2.2950000762939453,,false,,,1869
270,,0,7139,7112,0,true,,0,2700,0,2.299999952316284,,false,,,1875
271,,0,7167,7139,0,true,,0,2710,0,2.305000066757202,,false,,,1881
272,,0,7194,7167,0,true,,0,2720,0,2.309999942779541,,false,,,1888
273,,0,7222,7194,0,true,,0,2730,0,2.315000057220459,,false,,,1894
274,,0,7249,7222,0,true,,0,2740,0,2.319999933242798,,false,,,1900
275,,0,7277,7249,0,true,,0,2750,0,2.325000047683716,,false,,,1906
276,,0,7304,7277,0,true,,0,2760,0,2.3299999237060547,,false,,,1913
277,,0,7332,7304,0,true,,0,2770,0,2.3350000381469727,,false,,,1919
278,,0,7359,7332,0,true,,0,2780,0,2.3399999141693115,,false,,,1925
279,,0,7387,7359,0,true,,0,2790,0,2.3450000286102295,,false,,,1931
280,,0,7414,7387,0,true,,0,2800,0,2.3499999046325684,,false,,,1938
281,,0,7442,7414,0,true,,0,2810,0,2.3550000190734863,,false,,,1944
282,,0,7469,7442,0,true,,0,2820,0,2.359999895095825,,false,,,1950
283,,0,7497,7469,0,true,,0,2830,0,2.365000009536743,,false,,,1956
284,,0,7524,7497,0,true,,0,2840,0,2.369999885559082,,false,,,1963
285,,0,7552,7524,0,true,,0,2850,0,2.375,,false,,,1969
286,,0,7579,7552,0,true,,0,2860,0,2.380000114440918,,false,,,1975
287,,0,7607,7579,0,true,,0,2870,0,2.384999990463257,,false,,,1981
288,,0,7634,7607,0,true,,0,2880,0,2.390000104904175,,false,,,1988
289,,0,7662,7634,0,true,,0,2890,0,2.3949999809265137,,false,,,1994
290,,0,7689,7662,0,true,,0,2900,0,2.4000000953674316,,false,,,2000
291,,0,7717,7689,0,true,,0,2910,0,2.4049999713897705,,false,,,2006
292,,0,7744,7717,0,true,,0,2920,0,2.4100000858306885,,false,,,2013
293,,0,7772,7744,0,true,,0,2930,0,2.4149999618530273,,false,,,2019
294,,0,7799,7772,0,true,,0,2940,0,2.4200000762939453,,false,,,2025
295,,0,7827,7799,0,true,,0,2950,0,2.424999952316284,,false,,,2031
296,,0,7854,7827,0,true,,0,2960,0,2.430000066757202,,false,,,2038
297,,0,7882,7854,0,true,,0,2970,0,2.434999942779541,,false,,,2044
298,,0,7909,7882,0,true,,0,2980,0,2.440000057220459,,false,,,2050
299,,0,7937,7909,0,true,,0,2990,0,2.444999933242798,,false,,,2056
300,,0,7964,7937,0,true,,0,3000,0,2.450000047683716,,false,Detect Alchemy Creatures,,2063
301,,0,8250,7964,0,true,,0,3010,0,2.4600000381469727,,false,,,2069
302,,0,8250,8250,0,true,,0,3020,0,2.4700000286102295,,false,,,2075
303,,0,8250,8250,0,true,,0,3030,0,2.4800000190734863,,false,,,2081
304,,0,8250,8250,0,true,,0,3040,0,2.490000009536743,,false,,,2088
305,,0,8250,8250,0,true,,0,3050,0,2.5,,false,Detect T5 plants,,2094
306,,0,8250,8250,0,true,,0,3060,0,2.509999990463257,,false,,,2100
307,,0,8250,8250,0,true,,0,3070,0,2.5199999809265137,,false,,,2106
308,,0,8250,8250,0,true,,0,3080,0,2.5299999713897705,,false,,,2113
309,,0,8250,8250,0,true,,0,3090,0,2.5399999618530273,,false,,,2119
310,,0,8250,8250,0,true,,0,3100,0,2.549999952316284,,false,,,2125
311,,0,8250,8250,0,true,,0,3110,0,2.559999942779541,,false,,,2131
312,,0,8250,8250,0,true,,0,3120,0,2.569999933242798,,false,,,2138
313,,0,8250,8250,0,true,,0,3130,0,2.5799999237060547,,false,,,2144
314,,0,8250,8250,0,true,,0,3140,0,2.5899999141693115,,false,,,2150
315,,0,8250,8250,0,true,,0,3150,0,2.5999999046325684,,false,,,2156
316,,0,8250,8250,0,true,,0,3160,0,2.609999895095825,,false,,,2163
317,,0,8250,8250,0,true,,0,3170,0,2.619999885559082,,false,,,2169
318,,0,8250,8250,0,true,,0,3180,0,2.630000114440918,,false,,,2175
319,,0,8250,8250,0,true,,0,3190,0,2.640000104904175,,false,,,2181
320,,0,8250,8250,0,true,,0,3200,0,2.6500000953674316,,false,,,2188
321,,0,8250,8250,0,true,,0,3210,0,2.6600000858306885,,false,,,2194
322,,0,8250,8250,0,true,,0,3220,0,2.6700000762939453,,false,,,2200
323,,0,8250,8250,0,true,,0,3230,0,2.680000066757202,,false,,,2206
324,,0,8250,8250,0,true,,0,3240,0,2.690000057220459,,false,,,2213
325,,0,8250,8250,0,true,,0,3250,0,2.700000047683716,,false,,,2219
326,,0,8250,8250,0,true,,0,3260,0,2.7100000381469727,,false,,,2225
327,,0,8250,8250,0,true,,0,3270,0,2.7200000286102295,,false,,,2231
328,,0,8250,8250,0,true,,0,3280,0,2.7300000190734863,,false,,,2238
329,,0,8250,8250,0,true,,0,3290,0,2.740000009536743,,false,,,2244
330,,0,8250,8250,0,true,,0,3300,0,2.75,,false,,,2250
331,,0,8250,8250,0,true,,0,3310,0,2.759999990463257,,false,,,2256
332,,0,8250,8250,0,true,,0,3320,0,2.7699999809265137,,false,,,2263
333,,0,8250,8250,0,true,,0,3330,0,2.7799999713897705,,false,,,2269
334,,0,8250,8250,0,true,,0,3340,0,2.7899999618530273,,false,,,2275
335,,0,8250,8250,0,true,,0,3350,0,2.799999952316284,,false,,,2281
336,,0,8250,8250,0,true,,0,3360,0,2.809999942779541,,false,,,2288
337,,0,8250,8250,0,true,,0,3370,0,2.819999933242798,,false,,,2294
338,,0,8250,8250,0,true,,0,3380,0,2.8299999237060547,,false,,,2300
339,,0,8250,8250,0,true,,0,3390,0,2.8399999141693115,,false,,,2306
340,,0,8250,8250,0,true,,0,3400,0,2.8499999046325684,,false,,,2313
341,,0,8250,8250,0,true,,0,3410,0,2.859999895095825,,false,,,2319
342,,0,8250,8250,0,true,,0,3420,0,2.869999885559082,,false,,,2325
343,,0,8250,8250,0,true,,0,3430,0,2.880000114440918,,false,,,2331
344,,0,8250,8250,0,true,,0,3440,0,2.890000104904175,,false,,,2338
345,,0,8250,8250,0,true,,0,3450,0,2.9000000953674316,,false,,,2344
346,,0,8250,8250,0,true,,0,3460,0,2.9100000858306885,,false,,,2350
347,,0,8250,8250,0,true,,0,3470,0,2.9200000762939453,,false,,,2356
348,,0,8250,8250,0,true,,0,3480,0,2.930000066757202,,false,,,2363
349,,0,8250,8250,0,true,,0,3490,0,2.940000057220459,,false,,,2369
350,,0,8250,8250,0,true,,0,3500,0,2.950000047683716,,false,,,2375
351,,0,8250,8250,0,true,,0,3510,0,2.9600000381469727,,false,,,2381
352,,0,8250,8250,0,true,,0,3520,0,2.9700000286102295,,false,,,2388
353,,0,8250,8250,0,true,,0,3530,0,2.9800000190734863,,false,,,2394
