RowPlaceholders,Bucket1,Tag1,MatchOne1,RewardId1,Entitlement1,GameEvent1,Item1,Name1,Description1,Quantity1,CategoricalProgressionId1,BuyCategoricalProgressionCost1,RandomWeights1,RollOnPresent1,IconPath1,UseLevelGS1,BudgetContribution1,Type1,SelectOnceOnly1,ExcludeTypeStage1,ExcludeTypeShop1,Bucket2,Tag2,MatchOne2,RewardId2,Entitlement2,GameEvent2,Item2,Name2,Description2,Quantity2,CategoricalProgressionId2,BuyCategoricalProgressionCost2,RandomWeights2,RollOnPresent2,IconPath2,UseLevelGS2,BudgetContribution2,Type2,SelectOnceOnly2,ExcludeTypeStage2,ExcludeTypeShop2,Bucket3,Tag3,MatchOne3,RewardId3,Entitlement3,GameEvent3,Item3,Name3,Description3,Quantity3,CategoricalProgressionId3,BuyCategoricalProgressionCost3,RandomWeights3,RollOnPresent3,IconPath3,UseLevelGS3,BudgetContribution3,Type3,SelectOnceOnly3,ExcludeTypeStage3,ExcludeTypeShop3
DATA58,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA59,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA60,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA61,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA62,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA63,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA64,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA65,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA66,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA67,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA68,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA69,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA70,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA71,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA72,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA73,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA74,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA75,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA76,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA77,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA78,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA79,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA80,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA81,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA82,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA83,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA84,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA85,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA86,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA87,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA88,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA89,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA90,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA91,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA92,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA93,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA94,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA95,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA96,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA97,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA98,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA99,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA100,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA101,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA102,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA103,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA104,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA105,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA106,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA107,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA108,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA109,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA110,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA111,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA112,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA113,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA114,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA115,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA116,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA117,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA118,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA119,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA120,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA121,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA122,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA123,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA124,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA125,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA126,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA127,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA128,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA129,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA130,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA131,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA132,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA133,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA134,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA135,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA136,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA137,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA138,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA139,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA140,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
