MetaAchievementId,ReadyForSteam,SteamApiName,Type,Predecessor MetaAchievementIds,ProgressId,ProgressIdParent,UIDisplayCategory,Title,Description,Hidden Text,Notification Verbosity,Tier,Icon,Entitlement Id,AchievePoints,Total,VitalsCategories,Categorical Progression,LorePagesTopicIds,TradeskillType,ItemClass,TrueFalse,QuestGroupTag,GameEventType,TerritoryId,IsPvp,InGroup,FactionType,MissionGoalType,GameModeId,GameModeResult,AttributeType,AchievementsID,AchievementCategory
PvE_FamilyKills_Predators1,false,,CategoryKills,,PvE_FamilyKills_Predators,,Enemies_By_Type,@ui_metachievement_pve_familykills_predators_title1,@ui_metachievement_pve_familykills_predators_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_FamilyKills_Predators1.png,,0,250,Predator,,,,,false,,,0,NO,ANY,,,,,,,
PvE_FamilyKills_Predators2,false,,CategoryKills,,,PvE_FamilyKills_Predators,Enemies_By_Type,@ui_metachievement_pve_familykills_predators_title2,@ui_metachievement_pve_familykills_predators_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_FamilyKills_Predators1.png,,0,1000,Predator,,,,,false,,,0,,,,,,,,,
PvE_FamilyKills_Predators3,false,,CategoryKills,,,PvE_FamilyKills_Predators,Enemies_By_Type,@ui_metachievement_pve_familykills_predators_title3,@ui_metachievement_pve_familykills_predators_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_FamilyKills_Predators1.png,,0,2000,Predator,,,,,false,,,0,,,,,,,,,
PvE_FamilyKills_Predators4,false,,CategoryKills,,,PvE_FamilyKills_Predators,Enemies_By_Type,@ui_metachievement_pve_familykills_predators_title4,@ui_metachievement_pve_familykills_predators_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_FamilyKills_Predators1.png,,0,4000,Predator,,,,,false,,,0,,,,,,,,,
PvE_FamilyKills_Predators5,false,META_PVE_FAMILYKILL_PREDATOR5,CategoryKills,,,PvE_FamilyKills_Predators,Enemies_By_Type,@ui_metachievement_pve_familykills_predators_title5,@ui_metachievement_pve_familykills_predators_generic_desc,,SeventyFiveOneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_FamilyKills_Predators1.png,,0,8000,Predator,,,,,false,,,0,,,,,,,,,
PvE_PreyKills_Turkeys,true,META_PVE_PREYKILLS_TURKEYS,CategoryKills,,PreyKills_Turkeys,,Enemies_By_Type,@ui_metachievement_pve_preykills_turkeys_title,@ui_metachievement_pve_preykills_turkeys_desc,@ui_metachievement_hidden_pve_preykills_turkeys,OneHundred,,lyshineui\images\Icons\Achievements\PvE_PreyKills_Turkeys.png,,0,100,Turkey,,,,,false,,,0,NO,ANY,,,,,,,
PvE_PreyKills_Rabbits,true,META_PVE_PREYKILLS_RABBITS,CategoryKills,,PreyKills_Rabbits,,Enemies_By_Type,@ui_metachievement_pve_preykills_rabbits_title,@ui_metachievement_pve_preykills_rabbits_desc,@ui_metachievement_hidden_pve_preykills_rabbits,OneHundred,,lyshineui\images\Icons\Achievements\PvE_PreyKills_Rabbits.png,,0,100,Rabbit,,,,,false,,,0,NO,ANY,,,,,,,
PvE_PreyKills_Cows,true,META_PVE_PREYKILLS_COWS,CategoryKills,,PreyKills_Cows,,Enemies_By_Type,@ui_metachievement_pve_preykills_cows_title,@ui_metachievement_pve_preykills_cows_desc,@ui_metachievement_hidden_pve_preykills_cows,OneHundred,,lyshineui\images\Icons\Achievements\PvE_PreyKills_Cows.png,,0,100,Cow,,,,,false,,,0,NO,ANY,,,,,,,
PvE_PreyKills_Boars,true,META_PVE_PREYKILLS_BOARS,CategoryKills,,PreyKills_Boars,,Enemies_By_Type,@ui_metachievement_pve_preykills_boars_title,@ui_metachievement_pve_preykills_boars_desc,@ui_metachievement_hidden_pve_preykills_boars,OneHundred,,lyshineui\images\Icons\Achievements\PvE_PreyKills_Boars.png,,0,100,Boar,,,,,false,,,0,NO,ANY,,,,,,,
PvE_NamedFamilyKills_Corrupted1,false,,CategoryKills,,PvE_NamedFamilyKills_Corrupted,,Enemies_By_Name,@ui_metachievement_pve_namedkills_corrupted_title1,@ui_metachievement_pve_namedkills_corrupt_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Corrupted1.png,,0,25,"Named,Corrupted",,,,,false,,,0,NO,ANY,,,,,,,
PvE_NamedFamilyKills_Corrupted2,false,,CategoryKills,,,PvE_NamedFamilyKills_Corrupted,Enemies_By_Name,@ui_metachievement_pve_namedkills_corrupted_title2,@ui_metachievement_pve_namedkills_corrupt_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Corrupted1.png,,0,100,"Named,Corrupted",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Corrupted3,false,,CategoryKills,,,PvE_NamedFamilyKills_Corrupted,Enemies_By_Name,@ui_metachievement_pve_namedkills_corrupted_title3,@ui_metachievement_pve_namedkills_corrupt_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Corrupted1.png,,0,200,"Named,Corrupted",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Corrupted4,false,,CategoryKills,,,PvE_NamedFamilyKills_Corrupted,Enemies_By_Name,@ui_metachievement_pve_namedkills_corrupted_title4,@ui_metachievement_pve_namedkills_corrupt_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Corrupted1.png,,0,400,"Named,Corrupted",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Corrupted5,false,META_PVE_NAMEDKILL_CORRUPTED5,CategoryKills,,,PvE_NamedFamilyKills_Corrupted,Enemies_By_Name,@ui_metachievement_pve_namedkills_corrupted_title5,@ui_metachievement_pve_namedkills_corrupt_generic_desc,,SeventyFiveOneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Corrupted1.png,,0,800,"Named,Corrupted",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Lost1,false,,CategoryKills,,PvE_NamedFamilyKills_Lost,,Enemies_By_Name,@ui_metachievement_pve_namedkills_lost_title1,@ui_metachievement_pve_namedkills_lost_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Lost1.png,,0,25,"Named,Lost",,,,,false,,,0,NO,ANY,,,,,,,
PvE_NamedFamilyKills_Lost2,false,,CategoryKills,,,PvE_NamedFamilyKills_Lost,Enemies_By_Name,@ui_metachievement_pve_namedkills_lost_title2,@ui_metachievement_pve_namedkills_lost_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Lost1.png,,0,100,"Named,Lost",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Lost3,false,,CategoryKills,,,PvE_NamedFamilyKills_Lost,Enemies_By_Name,@ui_metachievement_pve_namedkills_lost_title3,@ui_metachievement_pve_namedkills_lost_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Lost1.png,,0,200,"Named,Lost",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Lost4,false,,CategoryKills,,,PvE_NamedFamilyKills_Lost,Enemies_By_Name,@ui_metachievement_pve_namedkills_lost_title4,@ui_metachievement_pve_namedkills_lost_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Lost1.png,,0,400,"Named,Lost",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Lost5,false,META_PVE_NAMEDKILL_LOST5,CategoryKills,,,PvE_NamedFamilyKills_Lost,Enemies_By_Name,@ui_metachievement_pve_namedkills_lost_title5,@ui_metachievement_pve_namedkills_lost_generic_desc,,SeventyFiveOneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Lost1.png,,0,800,"Named,Lost",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_AngryEarth1,false,,CategoryKills,,PvE_NamedFamilyKills_AngryEarth,,Enemies_By_Name,@ui_metachievement_pve_namedkills_aearth_title1,@ui_metachievement_pve_namedkills_aearth_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_AngryEarth1.png,,0,25,"Named,AngryEarth",,,,,false,,,0,NO,ANY,,,,,,,
PvE_NamedFamilyKills_AngryEarth2,false,,CategoryKills,,,PvE_NamedFamilyKills_AngryEarth,Enemies_By_Name,@ui_metachievement_pve_namedkills_aearth_title2,@ui_metachievement_pve_namedkills_aearth_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_AngryEarth1.png,,0,100,"Named,AngryEarth",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_AngryEarth3,false,,CategoryKills,,,PvE_NamedFamilyKills_AngryEarth,Enemies_By_Name,@ui_metachievement_pve_namedkills_aearth_title3,@ui_metachievement_pve_namedkills_aearth_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_AngryEarth1.png,,0,200,"Named,AngryEarth",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_AngryEarth4,false,,CategoryKills,,,PvE_NamedFamilyKills_AngryEarth,Enemies_By_Name,@ui_metachievement_pve_namedkills_aearth_title4,@ui_metachievement_pve_namedkills_aearth_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_AngryEarth1.png,,0,400,"Named,AngryEarth",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_AngryEarth5,false,META_PVE_NAMEDKILL_EARTH5,CategoryKills,,,PvE_NamedFamilyKills_AngryEarth,Enemies_By_Name,@ui_metachievement_pve_namedkills_aearth_title5,@ui_metachievement_pve_namedkills_aearth_generic_desc,,SeventyFiveOneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_AngryEarth1.png,,0,800,"Named,AngryEarth",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Ancients1,false,,CategoryKills,,PvE_NamedFamilyKills_Ancients,,Enemies_By_Name,@ui_metachievement_pve_namedkills_ancients_title1,@ui_metachievement_pve_namedkills_ancients_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Ancients1.png,,0,25,"Named,Ancient",,,,,false,,,0,NO,ANY,,,,,,,
PvE_NamedFamilyKills_Ancients2,false,,CategoryKills,,,PvE_NamedFamilyKills_Ancients,Enemies_By_Name,@ui_metachievement_pve_namedkills_ancients_title2,@ui_metachievement_pve_namedkills_ancients_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Ancients1.png,,0,100,"Named,Ancient",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Ancients3,false,,CategoryKills,,,PvE_NamedFamilyKills_Ancients,Enemies_By_Name,@ui_metachievement_pve_namedkills_ancients_title3,@ui_metachievement_pve_namedkills_ancients_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Ancients1.png,,0,200,"Named,Ancient",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Ancients4,false,,CategoryKills,,,PvE_NamedFamilyKills_Ancients,Enemies_By_Name,@ui_metachievement_pve_namedkills_ancients_title4,@ui_metachievement_pve_namedkills_ancients_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Ancients1.png,,0,400,"Named,Ancient",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Ancients5,false,META_PVE_NAMEDKILL_ANCIENT5,CategoryKills,,,PvE_NamedFamilyKills_Ancients,Enemies_By_Name,@ui_metachievement_pve_namedkills_ancients_title5,@ui_metachievement_pve_namedkills_ancients_generic_desc,,SeventyFiveOneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Ancients1.png,,0,800,"Named,Ancient",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Beasts1,false,,CategoryKills,,PvE_NamedFamilyKills_Beasts,,Enemies_By_Name,@ui_metachievement_pve_namedkills_predators_title1,@ui_metachievement_pve_namedkills_beasts_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Beasts1.png,,0,25,"Named,Predator",,,,,false,,,0,NO,ANY,,,,,,,
PvE_NamedFamilyKills_Beasts2,false,,CategoryKills,,,PvE_NamedFamilyKills_Beasts,Enemies_By_Name,@ui_metachievement_pve_namedkills_predators_title2,@ui_metachievement_pve_namedkills_beasts_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Beasts1.png,,0,100,"Named,Predator",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Beasts3,false,,CategoryKills,,,PvE_NamedFamilyKills_Beasts,Enemies_By_Name,@ui_metachievement_pve_namedkills_predators_title3,@ui_metachievement_pve_namedkills_beasts_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Beasts1.png,,0,200,"Named,Predator",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Beasts4,false,,CategoryKills,,,PvE_NamedFamilyKills_Beasts,Enemies_By_Name,@ui_metachievement_pve_namedkills_predators_title4,@ui_metachievement_pve_namedkills_beasts_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Beasts1.png,,0,400,"Named,Predator",,,,,false,,,0,,,,,,,,,
PvE_NamedFamilyKills_Beasts5,false,META_PVE_NAMEDKILL_PREDATOR5,CategoryKills,,,PvE_NamedFamilyKills_Beasts,Enemies_By_Name,@ui_metachievement_pve_namedkills_predators_title5,@ui_metachievement_pve_namedkills_beasts_generic_desc,,SeventyFiveOneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_NamedFamilyKills_Beasts1.png,,0,800,"Named,Predator",,,,,false,,,0,,,,,,,,,
PvE_InvasionWins1,true,META_PVE_INVASION_WIN1,EncounterCompleted,,PvE_InvasionWins,,Invasions_And_Breaches,@ui_metachievement_pve_invasionwins_title1,@ui_metachievement_pve_invasionwin_first_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_InvasionWins1.png,,0,1,,,,,,true,,Invasion,0,,,,,,,,,
PvE_InvasionWins2,false,,EncounterCompleted,,,PvE_InvasionWins,Invasions_And_Breaches,@ui_metachievement_pve_invasionwins_title2,@ui_metachievement_pve_invasionwinsgeneric_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_InvasionWins1.png,,0,5,,,,,,true,,Invasion,0,,,,,,,,,
PvE_InvasionWins3,true,META_PVE_INVASION_WIN3,EncounterCompleted,,,PvE_InvasionWins,Invasions_And_Breaches,@ui_metachievement_pve_invasionwins_title3,@ui_metachievement_pve_invasionwinsgeneric_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_InvasionWins1.png,,0,10,,,,,,true,,Invasion,0,,,,,,,,,
PvE_InvasionWins4,false,,EncounterCompleted,,,PvE_InvasionWins,Invasions_And_Breaches,@ui_metachievement_pve_invasionwins_title4,@ui_metachievement_pve_invasionwinsgeneric_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_InvasionWins1.png,,0,25,,,,,,true,,Invasion,0,,,,,,,,,
PvE_InvasionWins5,true,META_PVE_INVASION_WIN5,EncounterCompleted,,,PvE_InvasionWins,Invasions_And_Breaches,@ui_metachievement_pve_invasionwins_title5,@ui_metachievement_pve_invasionwinsgeneric_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PvE_InvasionWins1.png,,0,50,,,,,,true,,Invasion,0,,,,,,,,,
PvE_InvasionWins6,true,META_PVE_INVASION_WIN6,EncounterCompleted,,,PvE_InvasionWins,Invasions_And_Breaches,@ui_metachievement_pve_invasionwins_title6,@ui_metachievement_pve_invasionwinsgeneric_desc,,OneHundred,@ui_meta_achievements_roman_numeral_vi,lyshineui\images\Icons\Achievements\PvE_InvasionWins1.png,,0,100,,,,,,true,,Invasion,0,,,,,,,,,
PvE_KillsWhileInGroup1,false,,TotalKills,,PvE_KillsWhileInGroup,,PvE_Kill_Counts,@ui_metachievement_pve_killswhilegrouped_title1,@ui_metachievement_pve_killswhilegrouped_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PvE_KillsWhileInGroup1.png,,0,100,,,,,,false,,,0,NO,YES,Any,,,,,,
PvE_KillsWhileInGroup2,false,,TotalKills,,,PvE_KillsWhileInGroup,PvE_Kill_Counts,@ui_metachievement_pve_killswhilegrouped_title2,@ui_metachievement_pve_killswhilegrouped_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PvE_KillsWhileInGroup1.png,,0,500,,,,,,false,,,0,,,,,,,,,
PvE_KillsWhileInGroup3,false,,TotalKills,,,PvE_KillsWhileInGroup,PvE_Kill_Counts,@ui_metachievement_pve_killswhilegrouped_title3,@ui_metachievement_pve_killswhilegrouped_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PvE_KillsWhileInGroup1.png,,0,2000,,,,,,false,,,0,,,,,,,,,
PvE_KillsWhileInGroup4,false,,TotalKills,,,PvE_KillsWhileInGroup,PvE_Kill_Counts,@ui_metachievement_pve_killswhilegrouped_title4,@ui_metachievement_pve_killswhilegrouped_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PvE_KillsWhileInGroup1.png,,0,5000,,,,,,false,,,0,,,,,,,,,
