DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,IsAbility,AttackType,DamageType,Affliction,AddAffliction,AfflictionPercent,StatusEffect,EffectOnlyOnDamage,SurfaceImpactEffect,DeflectDamageID,CanCrit,Unblockable,AttackDealsNoDurability,NoHeadshot,NoBackstab,NoLegShots,CancelTargetHoming,DmgCoef,DmgCoefHead,DmgCoefCrit,DurabilityCostOverride,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,AddDmg,StaggerDmgModifier,StaggerResistModifier,CritStaggerDmgModifier,HitRateDmgModifier,MaxHitRateDmgMod,CameraShakeID,TargetCameraShakeID,BlockCameraShakeID,BlockTargetCameraShakeID,CritCameraShakeID,CritTargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,LOSCheckVerticalAngleOffset,StunBreakoutIncrement,ThreatMultiplier,AddThreat,IsTaunt,TauntDuration,TauntThreatBoostPercentage,TauntMinimumThreatValue,UseAttackerPosForReaction,AttackRuneCharge,AttackBlockedRuneCharge,HitRuneCharge,HitBlockedRuneCharge
2H_Spear_Perforate,Spear,0,0,false,true,Ability,Thrust,,0,,Spear_Perforate_Rend,TRUE,Bullet,Deflect_Default,false,false,false,false,false,false,false,0.800000011920929,1.2999999523162842,0,0,0,0,0,25,18,25,0,0.5,0,0.800000011920929,0,0,0,0,0,0.5,0,0.800000011920929,0,0.5,1,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,0.5,1,0,0,1,0,false,0,0,0,false,0.6209999918937683,0.31049999594688416,0.15524999797344208,0.31049999594688416
2H_Spear_Sweep,Spear,0,0,false,true,Ability,Strike,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,0.44999998807907104,1.2999999523162842,0,0,5,2,5,35,20,35,0,0,0,0.800000011920929,0,0,0,0,0,0,0,0.800000011920929,0,0.5,1,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,0.5,1,40,1,1,0,false,0,0,0,false,1.2130000591278076,0.6065000295639038,0.3032500147819519,0.6065000295639038
2H_Spear_Sweep_Finish,Spear,0,0,false,true,Heavy,Thrust,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.5,1.2999999523162842,0,0,0,0,0,30,20,30,0,0,0,0.800000011920929,0,0,0,0,0,0,0,0.800000011920929,0,0.5,1,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,0.5,1,0,0,1,0,false,0,0,0,false,1.559999942779541,0.7799999713897705,0.38999998569488525,0.7799999713897705
2H_Spear_Cyclone,Spear,0,0,false,true,Ability,Strike,,0,,Spear_Cyclone_Slow,TRUE,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.2999999523162842,1.2999999523162842,0,0,0,0,0,0,0,0,0,0.25,0,0.800000011920929,0,0,0,0.800000011920929,0,0.5,0,0.800000011920929,0,1,1.25,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,0,1,0,true,2,0.15000000596046448,1500,false,0.6930000185966492,0.3465000092983246,0.1732500046491623,0.3465000092983246
2H_Spear_Cyclone_Pushback,Spear,0,0,false,true,Ability,Strike,,0,,Spear_Cyclone_Slow,TRUE,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.2999999523162842,1.2999999523162842,0,0,0,0,0,0,0,0,0,3,0,0.800000011920929,0,2.5,0,0.800000011920929,0,3,0,0.800000011920929,0,1,1.25,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,0,1,0,true,2,0.15000000596046448,1500,false,0.6930000185966492,0.3465000092983246,0.1732500046491623,0.3465000092983246
2H_Spear_VaultKick,Spear_Kick,0,0,false,true,Ability,Strike,,0,,Spear_VaultKick_Stun,TRUE,Bullet,Deflect_Default,false,false,false,false,false,false,false,0.75,1.2999999523162842,0,0,2,2,2,25,20,25,0,2,0,0.800000011920929,0,1.5,0,0.800000011920929,0,2,0,0.800000011920929,0,3.25,1.25,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,3.25,1,0,1,1,0,true,2,0.15000000596046448,1500,false,1.4299999475479126,0.7149999737739563,0.35749998688697815,0.7149999737739563
MusketAttack1,Musket,0,0,true,false,Light,Thrust,,0,,,,Bullet,,false,false,false,false,false,false,false,1,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,,,,,,,0,0.5,1,0,0,1,0,false,0,0,0,false,2.384999990463257,1.1924999952316284,0.5962499976158142,1.1924999952316284
MusketAttack_ShootersStance,Musket,0,0,true,false,Light,Thrust,,0,,,,Bullet,,false,false,false,false,false,false,false,1,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000059604645,1,0,0,0,,,,,,,0,0.4000000059604645,1,0,0,1,0,false,0,0,0,false,1.6039999723434448,0.8019999861717224,0.4009999930858612,0.8019999861717224
MusketAttack_Hipfire,Musket,0,0,true,false,Light,Thrust,,0,,,,Bullet,,false,false,false,false,false,false,false,1,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,,,,,,,0,0.5,1,0,0,1,0,false,0,0,0,false,3.0369999408721924,1.5184999704360962,0.7592499852180481,1.5184999704360962
Musket_SpecialAttack,Musket,0,0,false,false,Light,Strike,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.25,1.2999999523162842,0,0,3,3,3,35,30,35,0,1.25,0,0.800000011920929,0,0.5,0,0.8500000238418579,0,1.25,0,0.800000011920929,0,0.800000011920929,1,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,0.800000011920929,1,0,1,1,0,false,0,0,0,false,0.9750000238418579,0.48750001192092896,0.24375000596046448,0.48750001192092896
Musket_Damage_PowderBurn,Musket,0,0,true,true,Ability,Thrust,,0,,Musket_PowderBurn_Burn,TRUE,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.100000023841858,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,Large_short,,,,,0,1,1,0,0,1,0,false,0,0,0,false,2.5190000534057617,1.2595000267028809,0.6297500133514404,1.2595000267028809
Musket_Damage_PowderBurn_Upg,Musket,0,0,true,true,Ability,Thrust,,0,,Musket_PowderBurn_BurnExtend,TRUE,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.100000023841858,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,Large_short,,,,,0,1,1,0,0,1,0,false,0,0,0,false,2.5190000534057617,1.2595000267028809,0.6297500133514404,1.2595000267028809
MusketAttack_ChargedShot,Musket,0,0,true,true,Ability,Thrust,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.5,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,,Large_short,,,,,0,1.25,1,0,0,1,0,false,0,0,0,false,5.038000106811523,2.5190000534057617,1.2595000267028809,2.5190000534057617
Musket_Damage_StoppingPower,Musket,0,0,true,true,Ability,Thrust,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,0.8999999761581421,1.2999999523162842,0,0,3,3,3,20,15,20,0,3,0,0.800000011920929,0,1,0,0.800000011920929,0,3,0,0.800000011920929,0,2,1,0,0,0,,Large_short,,,,,0,1.25,1,0,1,1,0,false,0,0,0,false,0.5410000085830688,0.2705000042915344,0.1352500021457672,0.2705000042915344
Musket_Damage_StoppingPower_Hipfire,Musket,0,0,true,true,Ability,Thrust,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,0.8999999761581421,1.2999999523162842,0,0,3,3,3,20,15,20,0,3,0,0.800000011920929,0,1,0,0.800000011920929,0,3,0,0.800000011920929,0,2,1,0,0,0,,Large_short,,,,,0,1.25,1,0,1,1,0,false,0,0,0,false,0.5410000085830688,0.2705000042915344,0.1352500021457672,0.2705000042915344
MusketAttack2,Musket,0,0,true,false,Light,Strike,,0,,,,Bullet,,false,false,false,false,false,false,false,1,1.2999999523162842,0,0,2,2,2,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,0,1,1,0,1,1,0,false,0,0,0,false,0,0,0,0
Musket_Trap_Toss,Musket,0,1,true,true,Ability,Strike,,0,,,,Bullet,,false,false,false,true,false,true,false,0,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,0,1,1,0,0,1,0,false,0,0,0,false,0.6930000185966492,0.3465000092983246,0.1732500046491623,0.3465000092983246
Musket_Trap,Musket,0,1,true,true,Ability,Strike,,0,,Musket_Trap_Root,,Bullet,,false,false,false,true,false,false,false,0,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,0,1,1,0,0,1,0,false,0,0,0,false,0.6930000185966492,0.3465000092983246,0.1732500046491623,0.3465000092983246
Musket_Trap_DMG,Musket,0,1,true,true,Ability,Strike,,0,,"Musket_Trap_Root,Musket_Trap_Rend",,Bullet,,false,false,false,true,false,true,false,0,1.2999999523162842,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,0,1,1,0,0,1,0,false,0,0,0,false,0.6930000185966492,0.3465000092983246,0.1732500046491623,0.3465000092983246
Musket_StickyBomb_Projectile,StickyBomb,0,1,true,true,Ability,Fire,,0,,,,Bullet,Deflect_Default,false,false,false,true,true,true,false,0,1.2999999523162842,0,0,0,0,0,15,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Small,Small,Small,Small,Large_short,Large_short,2,0,1,0,0,1,0,false,0,0,0,false,0,0,0,0
Musket_StickyBomb_Explosion,None,0,0,true,true,Ability,Fire,,0,,,,Bullet,Deflect_Default,false,false,false,true,true,false,false,2.0999999046325684,1.2999999523162842,1.2999999523162842,0,0,0,0,35,30,35,0,2,0,0.8500000238418579,0,0.5,0,0.800000011920929,0,2,0,0.8500000238418579,0,1,1,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,1,0,false,0,0,0,false,1.0829999446868896,0.5414999723434448,0.2707499861717224,0.5414999723434448
Musket_Sacrifice_AOE,Musket,0,0,false,true,Ability,Fire,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.5,1.2999999523162842,0,0,4,3,4,45,35,45,0,2,0,0.8500000238418579,0,0.5,0,0.800000011920929,0,2,0,0.8500000238418579,200,0.699999988079071,1,0,0,0,Large_short,Large_short,Large_short,Large_short,Large_short,Large_short,3,0.699999988079071,1,0,1,1,0,false,0,0,0,false,0,0,0,0
Musket_Sacrifice_AOE_No_Shake,Musket,0,1,false,true,Ability,Fire,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,1.5,1.2999999523162842,0,0,4,3,4,45,35,45,0,0,0,0,0,0,0,0,0,0,0,0,200,0.699999988079071,1,0,0,0,,,,,,,3,0.699999988079071,1,0,1,1,0,false,0,0,0,false,0,0,0,0
2H_Firearm_Gunbutt,Musket_Heavy,0,0,false,false,Light,Strike,,0,,,,Bullet,Deflect_Default,false,false,false,false,false,false,false,0.5,1.2999999523162842,0,0,0,0,0,30,25,30,0,3,0,0.800000011920929,0,0.5,0,0.8500000238418579,0,3,0,0.800000011920929,0,0.800000011920929,1,0,0,0,Small,Small,Small,Small,Large_short,Large_short,3,0.800000011920929,1,0,1,1,0,false,0,0,0,false,0,0,0,0
Blunderbuss_Primary_Attack,Blunderbuss,0,0,true,false,Light,Thrust,,0,,,,Bullet,,false,false,false,false,false,false,false,0.23000000417232513,1.149999976158142,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10000000149011612,1,0,0,0,,,,,,,0,0.10000000149011612,1,0,0,1,0,false,0,0,0,false,0.2849999964237213,0.14249999821186066,0.07124999910593033,0.14249999821186066
Blunderbuss_Primary_Attack_TooltipValue,Blunderbuss,0,0,true,false,Light,Thrust,,0,,,,Bullet,,false,false,false,false,false,false,false,1.3799999952316284,1.149999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,false,0,0,0,false,0,0,0,0
Blunderbuss_ClawShot_Attack,Blunderbuss_Claw,0,0,true,true,Ability,Thrust,,0,,,,Bullet,,false,false,false,false,false,false,false,0.4000000059604645,1.149999976158142,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000298023224,1,0,0,0,,,,,,,0,0.20000000298023224,1,0,0,1,0,true,4,0.15000000596046448,1500,false,0.2849999964237213,0.14249999821186066,0.07124999910593033,0.14249999821186066
Blunderbuss_Net_Shot,Blunderbuss_Net,0,0,true,true,Ability,Thrust,,0,,Blunderbuss_NetShot,,Bullet,,false,false,false,true,true,false,false,0.699999988079071,1,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,,,,,,,0,0.25,1,0,0,1,0,false,0,0,0,false,0.953000009059906,0.476500004529953,0.2382500022649765,0.476500004529953
Blunderbuss_Net_Shot_Upgraded,Blunderbuss_Net,0,0,true,true,Ability,Thrust,,0,,,,Bullet,,false,false,false,true,true,false,false,0.699999988079071,1,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,,,,,,,0,0.25,1,0,0,1,0,false,0,0,0,false,0.953000009059906,0.476500004529953,0.2382500022649765,0.476500004529953
Blunderbuss_Net_Shot_Upgraded_Final,Blunderbuss_Net_Barbed,0,0,true,true,Ability,Thrust,,0,,Blunderbuss_BarbedNet,,Bullet,,false,false,false,true,true,false,false,0.30000001192092896,1,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,,,,,,,0,0.25,1,0,0,1,0,false,0,0,0,false,0.953000009059906,0.476500004529953,0.2382500022649765,0.476500004529953
Blunderbuss_Vortex_Knockback,None,0,0,true,true,Ability,Thrust,,0,,,,Bullet,,false,false,false,false,true,false,false,0.5,1.149999976158142,0,0,4,4,4,30,25,30,0,5,0,0.800000011920929,0,0,0,0.800000011920929,0,5,0,0.800000011920929,0,0.4000000059604645,20,0,0,0,,,,,,,3,0.3499999940395355,1,0,1,1,0,true,4,0.15000000596046448,1500,true,1.6469999551773071,0.8234999775886536,0.4117499887943268,0.8234999775886536
Blunderbuss_Mortar_Charge,None,0,0,true,true,Ability,Fire,,0,,Blunderbuss_HitByMortar,,Bullet,,false,false,false,false,true,false,false,1,1,1.149999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699999988079071,1,0,0,0,,,,,,,0,0.699999988079071,1,0,0,1,0,false,0,0,0,false,1.2419999837875366,0.6209999918937683,0.31049999594688416,0.6209999918937683
Blunderbuss_Azoth_Shrapnel,Blunderbuss_Shrapnel,0,0,true,true,Ability,Fire,,0,,Blunderbuss_Azoth_Shrapnel_Reduce,,Bullet,,false,false,false,false,false,false,false,0.5,1.149999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07000000029802322,1,0,0,10,,,,,,,0,0.25,1,0,0,1,0,false,0,0,0,false,0.2160000056028366,0.1080000028014183,0.05400000140070915,0.1080000028014183
Blunderbuss_SplittingGrenade,Sword,0,0,true,true,Ability,Fire,,0,,Blunderbuss_HitBySplittingGrenade,,Bullet,,false,false,false,false,true,false,false,0.8500000238418579,1.149999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,,,,,,,3,0.10000000149011612,1,0,1,1,0,false,0,0,0,false,0.43299999833106995,0.21649999916553497,0.10824999958276749,0.21649999916553497
Blunderbuss_ZeroDamage_Grenade,Sword,0,0,true,true,Ability,Fire,,0,,,,Bullet,,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,false,0,0,0,false,0,0,0,0
Blunderbuss_ZeroDamage_Mortar,None,0,0,true,true,Ability,Fire,,0,,,,Bullet,,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,false,0,0,0,false,0,0,0,0
Blunderbuss_ASB_Bomb,None,0,0,true,true,Ability,Fire,,0,,,,Bullet,,false,false,false,false,true,false,false,1,1.149999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,,,,,,,3,0.25,1,0,1,1,0,false,0,0,0,false,0.6499999761581421,0.32499998807907104,0.16249999403953552,0.32499998807907104
Blunderbuss_GunButt,Blunderbuss,0,0,true,false,Ability,Strike,,0,,Blunderbuss_GunButt,,Bullet,,false,false,false,false,false,false,false,0.800000011920929,1.149999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,3,0.5,1,0,1,1,0,false,0,0,0,false,0,0,0,0
Blunderbuss_GunButtKnockback,Blunderbuss,0,0,true,false,Ability,Strike,,0,,Blunderbuss_GunButt,,Bullet,,false,false,false,false,false,false,false,0.800000011920929,1.149999976158142,0,0,0,0,0,0,0,0,0,3,0,0.800000011920929,0,0,0,0.800000011920929,0,3,0,0.800000011920929,0,0.5,1,0,0,10,,,,,,,3,0.5,1,0,1,1,0,false,0,0,0,false,0,0,0,0
