SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,UseDirectTargetAsAttachOwner,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,AttachProjectileOnCollision,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,SecondarySpellProjectileLaunchAngles,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,WeaponSlotOverride,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
Elemental_Fire_Gauntlet_Special,,0,,,false,false,false,false,,false,,false,,,,,false,true,Elemental_Fire_Combustion,false,1000,,3,,1.75,,,,0,1.5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,false,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,MagicGauntlet_Combustion_AOE,,,,,Items/Weapons/spell_fire_gauntlet_special,,,,
Elemental_Fire_Gauntlet_Special_Charged,,0,,,false,false,false,false,,false,,false,,,,,false,true,Elemental_Fire_Combustion,false,1000,,3,,4,,,,0,1.5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,false,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,MagicGauntlet_Combustion_AOE,,,,,Items/Weapons/spell_fire_gauntlet_special,,,,
Elemental_CC_Slow,Elemental_CC_Slow,0,,,false,false,false,false,,false,,false,,,,,true,true,Elemental_CC_Slow,false,6000,,5,,3,,,,30,5,0,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_fire,,,,
Elemental_CC_Silenced,Elemental_CC_Silenced,0,,,false,false,false,false,,false,,false,,,,,true,true,Elemental_CC_Silenced,false,6000,,5,,3,,,,30,5,0,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_fire,,,,
Elemental_CC_Weakness,Elemental_CC_Weakness,0,,,false,false,false,false,,false,,false,,,,,true,true,Elemental_CC_Weakness,false,6000,,5,,3,,,,40,5,0,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_fire,,,,
Elemental_Fire_Staff_Heavy,,0,,,false,false,false,false,,false,,false,,,,,true,true,Elemental_Fire_Staff_Heavy,false,13000,,5,,3,,,,20,5,3,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,false,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,Firestaff_Heavy,,,,,Items/Weapons/spell_fire_staff_heavy,,,,
Elemental_Life_Staff_Buff,Warhammer_GroupBuff,0,,,false,false,false,false,,false,,false,,,,,false,true,,false,6000,,5,,3,,,,20,5,0,,,0,,,,,,0,0,,,,Friend,Celestial,AoE,,,,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/Warhammer_GroupBuff,,,,
FireStaff_PillarOfFire,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_PillarOfFire,false,8000,,5,,2.5,,,,20,15,3,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,true,false,false,false,,,,,,,,,,,,,,,,,,,DamageTable,Firestaff_Pillar,,,,,Items/Weapons/spell_fire_staff_heavy,,,,
FireStaff_PillarOfFire_DMG_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_PillarOfFire,false,8000,,5,,2.5,,,,20,15,3,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,true,false,false,false,,,,,,,,,,,,,,,,,,,DamageTable,Firestaff_Pillar_DMG,,,,,Items/Weapons/spell_fire_staff_heavy,,,,
FireStaff_PillarOfFire_Mana_Gain_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_PillarOfFire,false,8000,,5,,2.5,,,,20,15,3,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,true,false,false,false,,,,,,,,,,,,,,,,,,,DamageTable,Firestaff_Pillar_Mana,,,,,Items/Weapons/spell_fire_staff_heavy,,,,
FireStaff_Speed_Bombs,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Speed_Cost,false,600,,5,,1,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,Burnout,,,Sphere,Fire,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,FireStaff_Speed_Bombs_Spawn,,
FireStaff_Speed_Bombs_Spawn,"FireStaff_Burnout_DOT,FireStaff_Pyro_DOT",0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Speed_Cost,false,13000,,5,,1,,,,1,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_fire_staff_speed_bomb,,,,
FireStaff_Speed_Bombs_DMG_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Speed_Cost,false,600,,5,,2.5,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,Burnout,,,Sphere,Fire,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,FireStaff_Speed_Bombs_DMG_Upgrade_Spawn,,
FireStaff_Speed_Bombs_DMG_Upgrade_Spawn,"FireStaff_Burnout_DMG_DOT,FireStaff_Pyro_DOT",0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Speed_Cost,false,13000,,5,,2.5,,,,1,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_fire_staff_speed_bomb_DMG,,,,
FireStaff_Speed_Bombs_Range_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Speed_Cost,false,900,,5,,2.5,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,Burnout,,,Sphere,Fire,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,FireStaff_Speed_Bombs_Range_Upgrade_Spawn,,
FireStaff_Speed_Bombs_Range_Upgrade_Spawn,"FireStaff_Burnout_DMG_DOT,FireStaff_Pyro_DOT",0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Speed_Cost,false,13000,,5,,2.5,,,,1,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,false,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_fire_staff_speed_bomb_DMG,,,,
Firestaff_Burnout,FireStaff_Burnout_DOT,0,,,true,false,false,false,,false,,false,,,,,false,false,FireStaff_Speed_Cost,true,10000,,5,,2.5,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,false,false,false,true,,,,,,,,,,,,,,,,,,,DamageTable,FireStaff_FireDash,,,,,Items/Weapons/spell_aoe_burnout,,,,
Firestaff_Burnout_Upgrade_Range,FireStaff_Burnout_DOT,0,,,true,false,false,false,,false,,false,,,,,false,false,FireStaff_Speed_Cost,true,10000,,5,,2.5,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,false,false,false,true,,,,,,,,,,,,,,,,,,,DamageTable,FireStaff_FireDash,,,,,Items/Weapons/spell_aoe_burnout,,,,
FireStaff_Storm,,0,,,false,false,false,false,,false,,false,,,,,false,true,FireStaff_Storm,false,6000,,5,,4.5,,,,20,15,15,,,6,,,,,,150,60,,,,Enemy,Ability,Meteor,,,,Fire,true,true,false,false,,Meteor,Basic,,,,,,,,,,,,,,,,DamageTable,Firestaff_Storm,,,,,Items/Weapons/spell_meteor_spawn_fire_staff_storm,Items/Weapons/spell_Meteor_Explosion,,,
FireStaff_Storm_Mana_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,false,true,FireStaff_Storm_Mana_Upgrade,false,6000,,5,,4.5,,,,20,15,15,,,6,,,,,,150,60,,,,Enemy,Ability,Meteor,,,,Fire,true,true,false,false,,Meteor,Basic,,,,,,,,,,,,,,,,DamageTable,Firestaff_Storm,,,,,Items/Weapons/spell_meteor_spawn_fire_staff_storm,Items/Weapons/spell_Meteor_Explosion,,,
FireStaff_Storm_Radius_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,false,true,FireStaff_Storm_Mana_Upgrade,false,6000,,5,,6.75,,,,20,15,15,,,6,,,,,,150,60,,,,Enemy,Ability,Meteor,,,,Fire,true,true,false,false,,Meteor,Basic,,,,,,,,,,,,,,,,DamageTable,Firestaff_Storm,,,,,Items/Weapons/spell_meteor_spawn_fire_staff_storm,Items/Weapons/spell_Meteor_Explosion,,,
FireStaff_Storm_Range_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,false,true,FireStaff_Storm_Mana_Upgrade,false,6000,,5,,6.75,,,,30,15,15,,,6,,,,,,150,60,,,,Enemy,Ability,Meteor,,,,Fire,true,true,false,false,,Meteor,Basic,,,,,,,,,,,,,,,,DamageTable,Firestaff_Storm,,,,,Items/Weapons/spell_meteor_spawn_fire_staff_storm,Items/Weapons/spell_Meteor_Explosion,,,
FireStaff_Incinerate,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Incinerate,false,1000,,5,,3,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,FireStaff_Incinerate,,,,,Items/Weapons/spell_incinerate,,,,
FireStaff_Incinerate_Damage,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Incinerate,false,1000,,5,,3,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,FireStaff_Incinerate_Damage,,,,,Items/Weapons/spell_incinerate,,,,
FireStaff_Incinerate_Radius,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Incinerate,false,1000,,5,,5.5,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,FireStaff_Incinerate_Damage,,,,,Items/Weapons/spell_incinerate_upgrade,,,,
FireStaff_Incinerate_Combust,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Incinerate,false,1000,,5,,5.5,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,Firestaff_Incinerate_COMBUST,,,,,Items/Weapons/spell_incinerate_upgrade,,,,
FireStaff_FlameThrower,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_FlameThrower,false,-1,,5,,1,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_flamethrower,,,,
FireStaff_FlameThrower_DMG_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_FlameThrower,false,-1,,5,,1,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_flamethrower,,,,
FireStaff_FlameThrower_AoE_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_FlameThrower,false,-1,,5,,1,,,,0,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_flamethrower,,,,
FireStaff_Siege_Intro,,0,,,false,false,false,false,,false,,false,,,,,true,true,,false,5000,,5,,4,,,,1,1.5,0,,,5,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
FireStaff_Siege_Recharge,,0,,,false,false,false,false,,false,,false,,,,,true,true,,false,4000,,5,,4,,,,1,1.5,0,,,4,,,,,,0,0,,,,Enemy,Ability,AoE,,,,Fire,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
FireStaff_Siege_Shoot,,0,,,false,false,false,false,,true,,false,,,,,true,true,FireStaff_Siege,false,-1,,5,,3,,,,60,5,5,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,true,true,false,false,,FireBall,Siege,,,,,,,,,,,,,,,,DamageTable,Firestaff_Siege,,,,,Items/Weapons/FireSiege_Projectile,Items/Weapons/FireSiege_Explosion,FireStaff_Siege_Shoot_Explosion,,
FireStaff_Siege_Shoot_Explosion,,0,,,false,false,false,false,,false,,false,,,,,true,true,,false,500,,5,,3,,,,25,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,Firestaff_Siege,,,,,Items/Weapons/FireSiege_Explosion,,,,
FireStaff_Siege_Shoot_Damage,,0,,,false,false,false,false,,true,,false,,,,,true,true,FireStaff_Siege,false,-1,,5,,3,,,,60,5,5,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,true,true,false,false,,FireBall,Siege,,,,,,,,,,,,,,,,DamageTable,Firestaff_Siege_DMG,,,,,Items/Weapons/FireSiege_Projectile,Items/Weapons/FireSiege_Explosion,FireStaff_Siege_Shoot_Explosion_Damage,,
FireStaff_Siege_Shoot_Explosion_Damage,,0,,,false,false,false,false,,false,,false,,,,,true,true,,false,500,,5,,3,,,,25,5,0,,,0,,,,,,0,0,,,,Enemy,Ability,AoE,,,Sphere,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,Firestaff_Siege_DMG,,,,,Items/Weapons/FireSiege_Explosion,,,,
FireStaff_Siege_ScorchedEarth,FireStaff_ScorchedEarth_DOT,0,,,false,false,false,false,,false,,false,,,,,true,true,,false,9000,,5,,3,,,,60,5,5,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,Sphere,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/Scorched_Earth_AoE,,,,
FireStaff_FireRes_Aura,FireStaff_FireRes_Aura_Passive,0,,,true,false,false,false,,false,,true,,,,,false,true,,false,-1,,5,,10,,,,0,5,0,,,0,,,,,,0,0,,,,GroupNoRange,Elemental,AoE,,,Sphere,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership_norange,,,,
FireStaff_Damage_Aura,FireStaff_Damaging_Aura_Passive,0,,,true,true,true,false,,false,,true,,,,,true,true,,false,10000,,5,,4,,,,0,5,10,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_TrialByFire,,,,
FireStaff_FireDMG_Aura,FireStaff_FireDMG_Aura_Passive,0,,,true,false,false,false,,false,,true,,,,,false,true,,false,-1,,5,,10,,,,0,5,0,,,0,,,,,,0,0,,,,GroupNoRange,Elemental,AoE,,,Sphere,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership_norange,,,,
FireStaff_TEST,,0,,,true,false,false,false,,false,,true,,,,,false,false,,true,-1,,5,,10,,,,0,5,0,,,0,,,,,,0,0,,,,Group,Ability,AoE,,,Sphere,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
FireStaff_Siege_TargetArc,,0,,,false,false,false,false,,false,,false,,,,,true,true,,false,500,,5,,3,,,,60,5,5,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,false,true,false,false,,FireBall,Siege,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
FireStaff_Speed_Intro,,0,,,false,false,false,false,,false,,false,,,,,false,false,FireStaff_Speed_Intro,false,500,,0,,0,,,,0,0,0,,,0,,,,,,0,0,,,,All,Ability,AoE,,,,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell_Ability_Firestaff_Fireball,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Siege,false,-1,,5,,3,,,,30,0,0,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,true,true,false,false,,FireBall,Siege,,,,,,,,,,,,,,,,DamageTable,Firestaff_Siege,,,,,Items/Weapons/FireSiege_Projectile_Scorched_Earth,,,,
Spell_Ability_Firestaff_Fireball_ScorchedEarth,,0,,,false,false,false,false,,false,,false,,,,,false,false,,false,100,,5,,3,,,,25,5,5,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,Sphere,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/Scorched_Earth_AoE,,,,
Spell_Ability_Firestaff_Fireball_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Siege,false,-1,,5,,3,,,,30,0,0,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,true,true,false,false,,FireBall,Siege,,,,,,,,,,,,,,,,DamageTable,Firestaff_Siege,,,,,Items/Weapons/FireSiege_Projectile_Scorched_Earth,,,,
Spell_Ability_Firestaff_Fireball_ScorchedEarth_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,false,false,,false,100,,5,,3,,,,25,5,5,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,Sphere,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/Scorched_Earth_AoE_Upgrade,,,,
Spell_Heavy_Firestaff,,0,,,false,false,false,false,,false,,false,,,,,false,true,FireStaff_Heavy,false,-1,,0,,0,,,,5,0,0,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,false,true,false,false,,FireBall,Charged,,,,,,,,,,,,,,,,DamageTable,Firestaff_PrimaryAttackC2,,,,,items/Weapons/spell_proj_Fire_Charged,,,,
Spell_Heavy_Firestaff_Upgrade,,0,,,false,false,false,false,,false,,false,,,,,false,true,,false,-1,,0,,0,,,,10,0,0,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,false,true,false,false,,FireBall,Charged,,,,,,,,,,,,,,,,DamageTable,Firestaff_PrimaryAttackC2,,,,,items/Weapons/spell_proj_Fire_Charged,,,,
Spell_Heavy_Firestaff_Splash,,0,,,false,false,false,false,,false,,false,,,,,false,true,FireStaff_Heavy,false,-1,,0,,1,,,,5,0,0,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,false,true,false,false,,FireBall,Charged,,,,,,,,,,,,,,,,DamageTable,Firestaff_PrimaryAttackC2_ZeroDamage,,,,,items/Weapons/spell_proj_Fire_Charged_Splash,,,,
Spell_Heavy_Firestaff_Upgrade_Splash,,0,,,false,false,false,false,,false,,false,,,,,false,true,,false,-1,,0,,1,,,,10,0,0,,,0,,,,,,0,0,,,,Enemy,Ability,Projectile,,,,Fire,false,true,false,false,,FireBall,Charged,,,,,,,,,,,,,,,,DamageTable,Firestaff_PrimaryAttackC2_ZeroDamage,,,,,items/Weapons/spell_proj_Fire_Charged_Splash,,,,
Spell_Ultimate_Firemage,Status_Ultimate_Firemage,0,,,false,false,false,false,,false,,true,,,,,true,true,,true,7000,,5,,4,,,,0,0,0,,,0,,,,,,0,0,,,,Self,Celestial,AoE,,,Sphere,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_firestaff_firemage_ultimate,,,,
Spell_Passive_Firestaff_Pyro_BurnNearby,Status_Passive_Firestaff_Pyro_BurnNearby,5,,,true,true,false,false,,false,,true,,,,,true,true,,false,5000,,5,,4,,,,0,5,10,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_TrialByFire,,,,
Spell_Ability_FireStaff_Storm,Status_FireStaff_MeteorShower_Damage,0,,,false,false,false,false,,false,,false,,,,,true,true,FireStaff_Storm,false,4000,,10,,4.5,,,,20,15,15,,,0,,,,,,0,0,,,,Enemy,Elemental,AoE,,,Cylinder,Fire,true,true,false,false,,,,,,,,,,,,,,,,,,,DamageTable,Firestaff_Storm,,,,,Items/Weapons/MeteorShower_AoE,,,,
