TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
01_SoleSurvivor_Whisper_FTUE_05,TaskTriggerGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,,,,01_Whisper_FTUE_05_event,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
01_SoleSurvivor_Whisper,TaskGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,IO_01_Whisper_FTUE_01,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,true,false,0,,,,,,,,,,,,,
01_SoleSurvivor_Whisper_Trigger,TaskTriggerGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
01_SoleSurvivor_ThorpeTrailContainer,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,01_SoleSurvivor_ThorpeTrail,01_SoleSurvivor_ThorpeTrail_Trigger,,,
01_SoleSurvivor_ThorpeTrail,TaskGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,FTUE_ThorpeTrail,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
01_SoleSurvivor_ThorpeTrail_Trigger,TaskTriggerGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
01_SoleSurvivor_TaskTimer,TaskTimer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
01_SoleSurvivor_GotoPoint1,TaskTriggerArea,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,ftueQuestTrigger1,@01_SoleSurvivor_GotoPoint1,,,,false,false,0,,,,,,,1,,,,,,
01_SoleSurvivor_GotoPoint2,TaskTriggerArea,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,ftueQuestTrigger2,@01_SoleSurvivor_GotoPoint2,,,,false,false,0,,,,,,,1,,,,,,
01_SoleSurvivor_GotoPoint2a,TaskTriggerArea,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,ftueQuestTrigger2a,@01_SoleSurvivor_GotoPoint3,,,,false,false,0,,,,,,,1,,,,,,
01_SoleSurvivor_Container_StartFight,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,@01_SoleSurvivor_GotoPoint1,,,,false,false,0,,,,,,,,,01_SoleSurvivor_GotoPoint3,01_SoleSurvivor_TaskTimer_StartFight,,,
01_SoleSurvivor_TaskTimer_StartFight,TaskTimer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,12.329999923706055,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
01_SoleSurvivor_GotoPoint3,TaskTriggerArea,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,ftueQuestTrigger3,@01_SoleSurvivor_GotoPoint3,,,,false,false,0,,,,,,,1,,,,,,
01_SoleSurvivor2_Container,SimpleTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,false,false,0,,,,,,,,,01_SoleSurvivor2_KillCaptain,,,,
01_SoleSurvivor2_KillCaptain,TaskKillContribution,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,,Damned_Commander,,0,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_KillCaptain,,,,false,false,0,,,,,,,,,,,,,
06_getoffbeach_container,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9613.6416 2329.4722 43.0,1,false,false,0,,,,,,,,,06_getoffbeach_container_reeseintro,06_getoffbeach_UnlockAchievement_GraceCombat_On,06_getoffbeach_UnlockAchievement_GraceCombat_VO_On,06_getoffbeach_SliceSwap_01_ReeseWW_A_On,06_getoffbeach_container_beachintro_cutscene
06_getoffbeach_container_reeseintro,SimpleTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_getoffbeach_SliceSwap_01_HoweWW_A_On,06_getoffbeach_SliceSwap_01_CaveCorruption_Off,,,
06_getoffbeach_reese_intro,TaskGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,IO_Reese_Intro,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_reese_intro_Trigger,TaskTriggerGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_TaskTriggerArea_Spawn_A,TaskTriggerArea,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,TriggerVol_06_Spawn_A,@01_GetOffBeach_task,,9613.6416 2329.4722 43.0,,false,true,45,,,,,,,,,,,,,
06_getoffbeach_SliceSwap_01_HoweWW_A_On,TaskUnlockAchievement,false,0,,1,SwapActive_0425_HerbalistPath_ww,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_SliceSwap_01_ReeseWW_A_On,TaskLockAchievement,false,0,,1,SwapActive_01_ReeseWW_A,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_SliceSwap_01_Intro,TaskUnlockAchievement,false,0,,1,SwapActive_01_Intro,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_UnlockAchievement_GraceCombat_On,TaskUnlockAchievement,false,0,,1,SwapActive_01_GraceCombatLoop,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_UnlockAchievement_GraceCombat_VO_On,TaskUnlockAchievement,false,0,,1,SwapActive_01_GraceCombatLoop_VO_WW,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_container_beachintro_cutscene,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_getoffbeach_TaskTriggerArea_Spawn_A,06_getoffbeach_beachintro_cutscene_On,06_getoffbeach_TaskTimer,06_getoffbeach_beachintro_cutscene_Off,
06_getoffbeach_beachintro_cutscene_On,TaskUnlockAchievement,false,1,,1,S_beachintro_cutscene,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_beachintro_cutscene_Off,TaskLockAchievement,false,1,,1,S_beachintro_cutscene,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_SliceSwap_01_CaveCorruption_Off,TaskLockAchievement,false,1,,1,SwapActive_01_CaveCorruption,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_TaskTimer,TaskTimer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0.10000000149011612,,,,,,,,,,,,,,,,,,@01_GetOffBeach_task,,9613.6416 2329.4722 42.424,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_beachintro_cutscene_On_Old,TaskTriggerGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,,,,01_Watcher_FTUE_01_event,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_beachintro_task_banner,TaskGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,IO_MSQ_Chapter_Banner_1_Proximity,,,MSQ_Chapter_Banner_1_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_getoffbeach_task_goto_watchtower,TaskGoToPOITag,false,1,,0,,,0,,false,6,watchtower,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,@01_GetOffBeach_task,,9613.6416 2329.4722 42.424,,false,true,45,,,,,,,,,,,,,
06_getoffbeach_TaskTriggerArea_Reese,TaskTriggerArea,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,TriggerVol_06_Reese,@01_GetOffBeach_task,,9613.6416 2329.4722 42.424,,false,true,45,,,,,,,,,,,,,
12_getoffbeach_container,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,7288.5249 3126.2463 43.2,1,false,false,0,,,,,,,,,12_getoffbeach_container_reeseintro,12_getoffbeach_UnlockAchievement_GraceCombat_On,12_getoffbeach_UnlockAchievement_GraceCombat_VO_On,12_getoffbeach_SliceSwap_01_ReeseMB_A_On,12_getoffbeach_container_beachintro_cutscene
12_getoffbeach_container_reeseintro,SimpleTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,12_getoffbeach_SliceSwap_01_HoweMB_A_On,12_getoffbeach_SliceSwap_01_CaveCorruption_Off,,,
12_getoffbeach_reese_intro,TaskGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,IO_Reese_Intro,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_reese_intro_Trigger,TaskTriggerGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_TaskTriggerArea_Spawn_A,TaskTriggerArea,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,TriggerVol_12_Spawn_A,@01_GetOffBeach_task,,7288.5249 3126.2463 43.2,,false,true,45,,,,,,,,,,,,,
12_getoffbeach_SliceSwap_01_HoweMB_A_On,TaskUnlockAchievement,false,0,,1,SwapActive_0425_HerbalistPath_mb,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_SliceSwap_01_ReeseMB_A_On,TaskLockAchievement,false,0,,1,SwapActive_01_ReeseMB_A,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_SliceSwap_01_Intro,TaskUnlockAchievement,false,0,,1,SwapActive_01_Intro,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_UnlockAchievement_GraceCombat_On,TaskUnlockAchievement,false,0,,1,SwapActive_01_GraceCombatLoop_mb,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_UnlockAchievement_GraceCombat_VO_On,TaskUnlockAchievement,false,0,,1,SwapActive_01_GraceCombatLoop_VO_MB,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_container_beachintro_cutscene,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,12_getoffbeach_TaskTriggerArea_Spawn_A,12_getoffbeach_beachintro_cutscene_On,12_getoffbeach_TaskTimer,12_getoffbeach_beachintro_cutscene_Off,
12_getoffbeach_beachintro_cutscene_On,TaskUnlockAchievement,false,1,,1,S_beachintro_cutscene,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_beachintro_cutscene_Off,TaskLockAchievement,false,1,,1,S_beachintro_cutscene,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_SliceSwap_01_CaveCorruption_Off,TaskLockAchievement,false,1,,1,SwapActive_01_Intro,,0,,false,,,,,false,false,true,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_TaskTimer,TaskTimer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0.10000000149011612,,,,,,,,,,,,,,,,,,@01_GetOffBeach_task,,7288.5249 3126.2463 42.7031,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_beachintro_cutscene_On_Old,TaskTriggerGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,,,,01_Watcher_FTUE_01_event,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_beachintro_task_banner,TaskGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,IO_MSQ_Chapter_Banner_1_Proximity,,,MSQ_Chapter_Banner_1_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
12_getoffbeach_task_goto_watchtower,TaskGoToPOITag,false,1,,0,,,0,,false,12,watchtower,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,@01_GetOffBeach_task,,7288.5249 3126.2463 42.7031,,false,true,45,,,,,,,,,,,,,
12_getoffbeach_TaskTriggerArea_Reese,TaskTriggerArea,false,1,,1,,,0,,false,,,,,false,false,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,TriggerVol_12_Reese,@01_GetOffBeach_task,,7288.5249 3126.2463 42.7031,,false,true,45,,,,,,,,,,,,,
06_skinningknife_container,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9606.47 2367.78 44.71,,false,false,0,,,,,,,,,06_skinningknife_SliceSwap_01_Reese_A_On,06_skinningknife_containerTimer2,06_skinningknife_partcontainer1,06_skinningknife_partcontainer2,06_skinningknife_partcontainer3
06_skinningknife_partcontainer1,PartialTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_skinningknife_containerTimer,06_skinningknife_container2,,,
06_skinningknife_partcontainer2,PartialTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_skinningknife_containerTimer,06_skinningknife_containerA_gather,,,
06_skinningknife_partcontainer3,PartialTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_skinningknife_containerTimer,06_skinningknife_containerB_gather,,,
06_skinningknife_containerTimer,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_skinningknife_TaskTimer,06_skinningknife_SliceSwap_01_Reese_B_On,,,
06_skinningknife_TaskTimer,TaskTimer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,24.950000762939453,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_skinningknife_containerTimer2,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_skinningknife_SliceSwap_01_Reese_B_Off,06_skinningknife_TaskTimer_DelayWalk,06_skinningknife_SliceSwap_01_Reese_A_Off,,
06_skinningknife_TaskTimer_DelayWalk,TaskTimer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_skinningknife_SliceSwap_01_Reese_A_On,TaskLockAchievement,false,1,,1,SwapActive_01_ReeseWW_A,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_skinningknife_SliceSwap_01_Reese_B_On,TaskUnlockAchievement,false,1,,1,SwapActive_01_ReeseWW_B,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_skinningknife_SliceSwap_01_Reese_A_Off,TaskUnlockAchievement,false,1,,1,SwapActive_01_ReeseWW_A,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_skinningknife_SliceSwap_01_Reese_B_Off,TaskLockAchievement,false,1,,1,SwapActive_01_ReeseWW_B,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_skinningknife_container2,SimpleTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_skinningknife_01_Reese_WalkOff,06_skinningknife_01_Reese_WalkOff_Trigger,,,
06_skinningknife_01_Reese_WalkOff,TaskGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,IO_MSQ_01b_Reese_Walkaway_Proximity,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_skinningknife_01_Reese_WalkOff_Trigger,TaskTriggerGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,,
06_skinningknife_containerA_gather,SimpleTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_skinningknife_TaskHaveItems_1_FlintT1,06_skinningknife_TaskHaveItems_1_WoodT1,,,
06_skinningknife_TaskHaveItems_1_FlintT1,TaskHaveItems,false,0,,1,FlintT1,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@01_skinningknife_task_01,,,,false,false,0,,,,,,,,,,,,,
06_skinningknife_TaskHaveItems_1_WoodT1,TaskHaveItems,false,0,,1,WoodT1,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,@01_skinningknife_task_02,,,,false,false,0,,,,,,,,,,,,,
06_skinningknife_containerB_gather,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,06_skinningknife_TaskHaveItems_1_1hSkinningKnifeT1,,,,
06_skinningknife_TaskHaveItems_1_1hSkinningKnifeT1,TaskHaveItems,false,0,,1,1hSkinningKnifeT1,,0,,false,12,watchtower,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,@01_skinningknife_task_03,,9606.47 2367.78 44.71,,false,true,0,,,,,,,,,,,,,
06_skinningknife_Watchtower_Beam,TaskGameEvent,false,0,,1,,,0,,false,,,,,false,false,false,,,,,IO_MSQ_Watchtower_Proximity,,,GameEvent_interact,,0,,,,,,,,,,,,,,,,,,@01_GetOffBeach_task,,,,true,false,0,,,,,,,,,,,,,
12_skinningknife_container,ConsecutiveTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,7303.9277 3091.93 44.96,,false,false,0,,,,,,,,,12_skinningknife_SliceSwap_01_Reese_A_On,12_skinningknife_containerTimer2,12_skinningknife_partcontainer1,12_skinningknife_partcontainer2,12_skinningknife_partcontainer3
12_skinningknife_partcontainer1,PartialTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,12_skinningknife_containerTimer,12_skinningknife_container2,,,
12_skinningknife_partcontainer2,PartialTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,12_skinningknife_containerTimer,12_skinningknife_containerA_gather,,,
12_skinningknife_partcontainer3,PartialTaskContainer,false,0,,0,,,0,,false,,,,,false,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,12_skinningknife_containerTimer,12_skinningknife_containerB_gather,,,
