TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1203_0102_d_02_have_npc_note,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1204_0101_d_00_container_overseersettlement,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1204_0101_d_01_container_overseersettlement_gather,1204_0101_d_02_container_overseersettlement_refine,,,
1204_0101_d_01_container_overseersettlement_gather,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1204_0101_d_01a_TaskHaveItems_200_StoneT1,1204_0101_d_01b_TaskHaveItems_40_RawhideT1,1204_0101_d_01c_TaskHaveItems_200_WoodT1,,
1204_0101_d_01a_TaskHaveItems_200_StoneT1,TaskHaveItems,0,,40,StoneT1,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0101_d_01_task,,7582.342773 3709.348389 111.702881,,,false,,,,,,,,,,,,,,
1204_0101_d_01b_TaskHaveItems_40_RawhideT1,TaskHaveItems,0,,16,RawhideT1,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0101_d_02_task,,7157.022949 3700.986572 43.461002,,,false,,,,,,,,,,,,,,
1204_0101_d_01c_TaskHaveItems_200_WoodT1,TaskHaveItems,0,,40,WoodT1,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0101_d_03_task,,7153.470703 3630.593994 45.697151,,,false,,,,,,,,,,,,,,
1204_0101_d_02_container_overseersettlement_refine,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1204_0102_d_02a_TaskHaveAndReturnItems_20_TimberT2,1204_0102_d_02b_TaskHaveAndReturnItems_20_BlockT2,1204_0102_d_02c_TaskHaveAndReturnItems_4_LeatherT2,,
1204_0102_d_02a_TaskHaveAndReturnItems_20_TimberT2,TaskHaveItems,0,,10,TimberT2,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0102_d_01_task,,7357 3646 3.16,,,false,,,,,,,,,,,,,,
1204_0102_d_02b_TaskHaveAndReturnItems_20_BlockT2,TaskHaveItems,0,,10,BlockT2,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0102_d_02_task,,7384 3653 1.77,,,false,,,,,,,,,,,,,,
1204_0102_d_02c_TaskHaveAndReturnItems_4_LeatherT2,TaskHaveItems,0,,4,LeatherT2,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0102_d_03_task,,7415 3712 2.87,,,false,,,,,,,,,,,,,,
1204_0103_d_00_container_introtoartificer,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1204_0103_d_01_transport_npc_note,1204_0103_d_02_have_npc_note,,,
1204_0103_d_01_transport_npc_note,TaskGiveAndTakeItem,0,1,1,MI_SummonsNote,,0,100,true,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1204_0103_d_02_have_npc_note,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1205_0101_d_00_container_craftforartificer,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1205_0101_d_01_GiveItem_ArtificerResourceContainer1,1205_0101_d_02_container_craftforartificer_tasks,1205_0101_d_03_TaskHaveItems_9_IngotT2,1205_0101_d_04_TaskCraftRecipe,1205_0101_d_05_TaskHaveItems_1_1hSwordT2
1205_0101_d_01_GiveItem_ArtificerResourceContainer1,TaskGiveItem,0,1,1,ArtificerResourceContainer1,,0,0,false,0,,,,true,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1205_0101_d_02_container_craftforartificer_tasks,PartialTaskContainer,0,,1,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1205_0101_d_02_01_container_craftforartificer_tasks_ore,1205_0101_d_02_02_TaskHaveItems_1_IngotT2,,,
1205_0101_d_02_01_container_craftforartificer_tasks_ore,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_gatherironore,,,,,false,,,,,,,,,,1205_0101_d_02_01_01_TaskHaveItems_90_OreT1,,,,
1205_0101_d_02_01_01_TaskHaveItems_90_OreT1,TaskHaveItems,0,,90,OreT1,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1205_0101_d_01_task,,,,,false,,,,,,,,,,,,,,
1205_0101_d_02_02_TaskHaveItems_1_IngotT2,TaskHaveItems,0,,1,IngotT2,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1205_0101_d_03_TaskHaveItems_9_IngotT2,TaskHaveItems,0,,9,IngotT2,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1205_0101_d_02_task,,7369 3634 0.28,,,false,,,,,,,,,,,,,,
1205_0101_d_04_TaskCraftRecipe,TaskCraftWeaponFamily,0,1,1,1hSwordT2,,0,0,false,0,,,,false,false,false,,SwordAbilityTable,,,,,,,0,,,,,,,,,,,,,,,,0,,@1205_0101_d_03_task,,7390 3642 1.11,,,false,,,,,,,,,,,,,,
1205_0101_d_05_TaskHaveItems_1_1hSwordT2,TaskHaveItemsWithWeaponFamily,0,1,1,SwordAbilityTable,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,7390 3642 1.11,1,,false,,,,,,,,,,,,,,
1205_0102_d_00_container_campingunlock,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1205_0102_d_01_transport_npc_note,1205_0102_d_02_have_npc_note,,,
1205_0102_d_01_transport_npc_note,TaskGiveAndTakeItem,0,,1,MI_SummonsNote,,0,100,true,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1205_0102_d_02_have_npc_note,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1203_0201_d_00_container_survivalistquest,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1203_0201_d_01_Task_open_camp,1203_0201_d_01a_Container,,,
1203_0201_d_01_Task_open_camp,TaskGameEvent,0,,1,,,0,0,false,0,,,,false,false,false,,,,,,,MakeCamp,,0,,,,,,,,,,,,,,,,0,,@1203_0201_survivalistquest_makecamp,,,,,false,,,,,,,,,,,,,,
1203_0201_d_01a_Container,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0201_d_02_TaskGoToPOITag_greywolf_den_30131,1203_0201_d_03_kill_5_Wolf,1203_0201_d_04_TaskGoToPOITag_greywolf_den_30132,1203_0201_d_05_TaskHaveAndReturnItems_5_MI_CoarseWolfHairs_Wolf,
1203_0201_d_02_TaskGoToPOITag_greywolf_den_30131,TaskGoToPOITag,0,1,0,,,0,0,false,0,greywolf_den_30131,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_travelto_POITag_generic,,,,,false,,,,,,,,,,,,,,
1203_0201_d_03_kill_5_Wolf,TaskKillContribution,0,1,5,,,0,0,false,0,greywolf_den_30131,,,false,false,false,,,,,,,Wolf_Timber_12MB10b,,0,,,,,,,,,,,,,,,,0,,@1203_0101_d_02_kill_5_Wolf,,,,,false,,,,,,,,,,,,,,
1203_0201_d_04_TaskGoToPOITag_greywolf_den_30132,TaskGoToPOITag,0,1,0,,,0,0,false,0,greywolf_den_30132,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_travelto_POITag_generic,,,,,false,,,,,,,,,,,,,,
1203_0201_d_05_TaskHaveAndReturnItems_5_MI_CoarseWolfHairs_Wolf,TaskHaveAndReturnItems,0,1,5,1203_0201_CoarseWolfHairs,Wolf_Timber_12MB10a,100,0,true,0,greywolf_den_30132,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1203_0201_survivalistquest_skin_target,,,,,false,,,,,,,,,,,,,,
1203_0201_d_00_container_survivalistquest_V2,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1203_0201_V2_d_01_survivalistquest_makeCamp,1203_0201_V2_d_01_01_container_survivalistquest_wolfDens,,,
1203_0201_V2_d_01_survivalistquest_makeCamp,TaskGameEvent,0,,1,,,0,0,false,0,,,,false,false,false,,,,,,,MakeCamp,,0,,,,,,,,,,,,,,,,0,,@1203_0201_survivalistquest_makecamp,,,,,false,,,,,,,,,,,,,,
1203_0201_V2_d_01_01_container_survivalistquest_wolfDens,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0201_V2_d_02_00_container_survivalistquest_wolfDen_01,1203_0201_V2_d_02_00_container_survivalistquest_wolfDen_02,,,
1203_0201_V2_d_02_00_container_survivalistquest_wolfDen_01,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_wolf_den_40226,1203_0201_V2_d_02_02_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf,,,
1203_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_wolf_den_40226,TaskGoToPOITag,0,1,0,,,0,0,false,0,greywolf_den_30132,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1203_0201_V2_TaskGoToPOITag_WolfDen01,,,,,false,,,,,,,,,,,,,,
1203_0201_V2_d_02_02_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf,TaskHaveAndReturnItems,0,1,5,MI_WolfMusk,Wolf_Timber_12MB10a,100,0,true,0,greywolf_den_30132,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1203_0201_V2_TaskHaveAndReturnItems,,,,,false,,,,,,,,,,,,,,
1203_0201_V2_d_02_00_container_survivalistquest_wolfDen_02,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_40230,1203_0201_V2_d_03_00_container_survivalistquest_killAlpha,,,
1203_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_40230,TaskGoToPOITag,0,1,0,,,0,0,false,0,greywolf_den_30131,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1203_0201_V2_TaskGoToPOITag_WolfDen02,,,,,false,,,,,,,,,,,,,,
1203_0201_V2_d_03_00_container_survivalistquest_killAlpha,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,IO_1203_0201_AlphaLure,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0201_V2_d_03_01_container_survivalistquest_wolfDen_02_PartialContainer,1203_0201_V2_d_03_03_TaskHaveAndReturnItems_FineAlphaFur,,,
1203_0201_V2_d_03_01_container_survivalistquest_wolfDen_02_PartialContainer,PartialTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0201_V2_d_03_02a_TaskInteract_LureAlpha_Optional,1203_0201_V2_d_02_02b_TaskInteract_KillContribution_Alpha_Hidden,,,
1203_0201_V2_d_03_02a_TaskInteract_LureAlpha_Optional,TaskInteract,0,,1,,,0,0,false,0,,,,false,false,false,,,,IO_1203_0201_AlphaLure,,,IO_1203_0201_AlphaLure_interact,,0,,,,,,,,,,,,,,,,0,,@1203_0201_V2_TaskInteract_LureAlpha_Optional,,7317.240 3555.532 86.477,,,false,,,,,,,,,,,,,,
1203_0201_V2_d_02_02b_TaskInteract_KillContribution_Alpha_Hidden,TaskKillContribution,0,1,1,,,0,0,false,0,,,,false,false,false,,,,,,,Wolf_Alpha_Named_1203_0201_WaveEventBoss,,0,,,,,,,,,,,,,,,,0,,@1203_0201_V2_TaskInteract_KillContribution_Alpha_Hidden,,,1,,false,,,,,,,,,,,,,,
1203_0201_V2_d_03_03_TaskHaveAndReturnItems_FineAlphaFur,TaskHaveAndReturnItems,0,1,1,MI_FineFur,Wolf_Alpha_Named_1203_0201_WaveEventBoss,100,0,false,0,,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1203_0201_V2_TaskHaveAndReturnItems_FineAlphaFur,,7317.240 3555.532 86.477,,,false,,,,,,,,,,,,,,
1205_0102_d_00_container_returntomagistrate,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1205_0102_d_01_transport_npc_note_returntomagistrate,1205_0102_d_02_have_npc_note_returntomagistrate,,,
1205_0102_d_01_transport_npc_note_returntomagistrate,TaskGiveAndTakeItem,0,,1,MI_SummonsNote,,0,100,true,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1205_0102_d_02_have_npc_note_returntomagistrate,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1202_0202_d_00_container_introtoallfactions,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1209_0202_d_00_introtoallfactions_accepted,1202_0202_d_01_container_introtoallfactions_talkTo,1202_0202_d_03_talkedtoallfactions,1202_0202_d_04_talkedtoMagistrate,
1209_0202_d_00_introtoallfactions_accepted,TaskUnlockAchievement,0,1,0,S_introtoallfactions_accepted,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1202_0202_d_01_container_introtoallfactions_talkTo,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1202_0202_introtoallfactions_choose,,,,,false,,,,,,,,,,1202_0202_d_02_01_TaskGameEvent_Marauder,1202_0202_d_02_02_TaskGameEvent_Syndicate,1202_0202_d_02_03_TaskGameEvent_Covenant,,
1202_0202_d_02_01_TaskGameEvent_Marauder,TaskConversationTopic,0,,0,1207_Commander,,0,0,false,0,,,,false,false,false,,,,,1202_Marauder_talk,,,,0,,,,,,,,,,,,,,,,0,,@1202_0202_introtoallfactions_speak_marauders,,7283.270 3750.462 129.295,,,false,,,,,,,,,,,,,,
1202_0202_d_02_02_TaskGameEvent_Syndicate,TaskConversationTopic,0,,0,1208_Alchemist,,0,0,false,0,,,,false,false,false,,,,,1202_Syndicate_talk,,,,0,,,,,,,,,,,,,,,,0,,@1202_0202_introtoallfactions_speak_syndicate,,7317.97 3745.80 107.66,,,false,,,,,,,,,,,,,,
1202_0202_d_02_03_TaskGameEvent_Covenant,TaskConversationTopic,0,,0,1209_Adjudicator,,0,0,false,0,,,,false,false,false,,,,,1202_Covenant_talk,,,,0,,,,,,,,,,,,,,,,0,,@1202_0202_introtoallfactions_speak_covenant,,7422.934 3701.802 107.104,,,false,,,,,,,,,,,,,,
1202_0202_d_03_talkedtoallfactions,TaskUnlockAchievement,0,1,0,S_factiontalkedto,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1202_0202_d_04_talkedtoMagistrate,TaskConversationTopic,0,,0,1202_Magistrate,,0,0,false,0,,,,false,false,false,,,,,1202_Magistrate_Factions,,,,0,,,,,,,,,,,,,,,,0,,@1202_0202_d_04_talkedtoMagistrate,,7378.920 3753.417 111.511,,,false,,,,,,,,,,,,,,
1209_0103_d_00_container_timetochoose,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1209_0103_d_03_timetochoose_accept,1209_0103_d_01_container_timetochoose_choice,,,
1209_0103_d_03_timetochoose_accept,TaskUnlockAchievement,0,1,0,S_timetochoose_accepted,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1209_0103_d_01_container_timetochoose_choice,PartialTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1209_0103_d_01_01_timetochoose_choice_marauder,1209_0103_d_01_02_timetochoose_choice_syndicate,1209_0103_d_01_03_timetochoose_choice_covenant,,
1209_0103_d_01_01_timetochoose_choice_marauder,TaskChooseFaction,0,1,0,1207_Commander,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1209_0103_timetochoose_choice_marauders,,,,,false,,,,,,,,,,,,,,
1209_0103_d_01_02_timetochoose_choice_syndicate,TaskChooseFaction,0,1,0,1208_Alchemist,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1209_0103_timetochoose_choice_syndicate,,,,,false,,,,,,,,,,,,,,
1209_0103_d_01_03_timetochoose_choice_covenant,TaskChooseFaction,0,1,0,1209_Adjudicator,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1209_0103_timetochoose_choice_covenant,,,,,false,,,,,,,,,,,,,,
1202_0202_d_00_container_introtomarauders,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1202_0202_d_01_transport_npc_note,1202_0202_d_02_have_npc_note,,,
1202_0202_d_01_transport_npc_note,TaskGiveAndTakeItem,0,,1,MI_SummonsNote,,0,100,true,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1202_0202_d_02_have_npc_note,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1207_0101_d_00_container_marauderquest1,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1207_0101_d_01_TaskGoToPOITag_witheredfarm_1_30118,1207_0101_d_02_container_marauderquest1_tasks,,,
1207_0101_d_01_TaskGoToPOITag_witheredfarm_1_30118,TaskGoToPOITag,0,1,0,,,0,0,false,0,withered_farm_1_30118,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1207_0101_d_01_TaskGoToPOITag_witheredfarm_1_30118,,,,,false,,,,,,,,,,,,,,
1207_0101_d_02_container_marauderquest1_tasks,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1207_0101_d_02a_kill_15_Withered,1207_0102_d_02b_TaskHaveAndReturnItems_2_MI_AncientCasket_witheredfarm_1_30118_MQ1,1207_0101_d_02d_kill_Named,,
1207_0101_d_02a_kill_15_Withered,TaskKillContribution,0,1,9,,,0,0,true,0,withered_farm_1_30118,,,false,false,false,,,,,,,Withered,,0,,,,,,,,,,,,,,,,0,,@12_task_destroy_enemies_generic,,,,,false,,,,,,,,,,,,,,
1207_0102_d_02b_TaskHaveAndReturnItems_2_MI_AncientCasket_witheredfarm_1_30118_MQ1,TaskHaveAndReturnItems,0,1,5,1207_0101_SeaWater,,0,100,true,0,withered_farm_1_30118,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_search_chests_POITag_generic,,,,,false,,,,,,,,,,,,,,
1207_0102_d_02c_TaskHaveAndReturnItems_5_MI_SkeletonKeys_Withered_MQ1,TaskHaveAndReturnItems,0,1,5,1207_0101_BloodOre,Withered,60,0,true,0,withered_farm_1_30118,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_kill_token_POITag_generic,,,,,false,,,,,,,,,,,,,,
1207_0101_d_02d_kill_Named,TaskKillContribution,0,1,1,,,0,0,true,0,withered_farm_1_30118,,,false,false,false,,,,,,,Withered_Swarmancer_Named_12MB05,,0,,,,,,,,,,,,,,,,0,,@12_task_destroy_enemies_generic,,6722 3730 51,,,false,,,,,,,,,,,,,,
1207_0103_d_00_container_introtosyndicate,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1207_0103_d_01_transport_npc_note,1207_0103_d_02_have_npc_note,,,
