AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnHeadShot,OnLegShot,OnHitTaken,OnBlockBreak,OnTargetBlockBreak,OnFatalDamageTaken,OnDeath,OnDeathsDoor,AllowSelfDamageForHitEvents,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,NumberOfTrackedHits,NumberOfHitsComparisonType,DamageIsRanged,DamageIsMelee,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,StatusEffect,StatusEffectCategories,DontHaveStatusEffect,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,MaxNumAroundMe,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,SetHealthOnFatalDamageTaken,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,LinearlyScaleToDistance,PhysicalArmor,ElementalArmor,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,DamageTableRowOverride,StatusEffectDamageTableRowOverride,RangedAttackNameOverride,EnableCrit,PerStatusEffectOnTarget,PerStatusEffectOnTargetMax,ForceTakeStaminaDamage,StaminaCostList,StaminaCostFlatMod,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,RemoveTargetStatusEffectCats,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationCats,TargetStatusEffectDurationMod,TargetStatusEffectDurationMult,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus,IgnoreDisabledAttackTypes
Upgrade_Hatchet_Torrent_ExtraAtk,@RapidStrikes_Mod2,@RapidStrikes_Mod2_description,Melee Damage,lyshineui/images/icons/abilities/hatchet_Ability03_Mod02.png,,,,,,false,Axe,Upgrade_Hatchet_Torrent_Haste,,0,4,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,false,0,,false,false,,,,,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,Hatchet_RapidStrikes,0.10000000149011612,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,Ability_Hatchet_RagingTorrent,,,0,,,,,
Passive_Hatchet_Berserk_LightHeavyVsLowHP,@BerserkTree0Passive1,@BerserkTree0Passive1_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive01.png,,,,,,false,Axe,,,0,0,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,"Heavy,Ability",,,,,,,,,,,0,,,,30,LessThan,0,,0,0,,,,,0,,0.20000000298023224,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_Berserk_3LightsToHeavyDMG,@BerserkTree0Passive2,@BerserkTree0Passive2_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive02.png,,,,,,false,Axe,,,0,0,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,3,3,false,0,true,0,,false,false,,,"Hatchet_Damage_PrimaryAttack,Hatchet_Damage_PrimaryAttack_Ender,Hatchet_Damage_AimedThrow",,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,Hatchet_Pass_3AtkEmpower,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_Berserk_HeavyEmpower,@BerserkTree0Passive3,@BerserkTree0Passive3_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive03.png,,,,,,false,Axe,,,0,1,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,"Hatchet_Damage_HeavyAttack,Hatchet_Damage_HeavyAttack_Charged",,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,Hatchet_Pass_HeavyEmpower,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_Berserk_CDRAtLowHP,@BerserkTree0Passive4,@BerserkTree0Passive4_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive04.png,,,,,,false,Axe,,,0,1,4,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,5,LessThanOrEqual,false,false,,,,,,,,,,,,,,,,,30,LessThan,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,ActiveWeapon,,-0.019999999552965164,,,,,
Passive_Hatchet_Berserk_DMGPerNearbyEnemy,@BerserkTree0Passive5,@BerserkTree0Passive5_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive05.png,,,,,,false,Axe,,,0,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,false,0,,false,false,,,,,,,,,,,,,,,,,0,,,,0,,0,,5,1,GreaterThanOrEqual,,,,0,,0.10000000149011612,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_Berserk_FortifyAfter3Attacks,@BerserkTree0Passive6,@BerserkTree0Passive6_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive06.png,,,,,,false,Axe,,,0,3,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,Heavy,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,Hatchet_Pass_Fortify3Atk,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_Berserk_PurgeDoTLowHP,@BerserkTree0Passive7,@BerserkTree0Passive7_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive07.png,,,,,,false,Axe,,,0,4,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,,,,Debuff,Hatchet_Pass_DoTPurgeTimer,,,,,,,30,LessThan,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,Hatchet_Pass_DoTPurge,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Ult_Passive_Hatchet_ImmortalWhen0HP,@BerserkTree0Ult,@BerserkTree0Ult_description,Passive,lyshineui/images/icons/abilities/hatchet_Ult01.png,,Play_UI_WeaponSkills_Hatchet_Ultimate_1,,,,false,Axe,,,0,5,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,0,0,0,false,0,false,0,,false,false,,,,,,,,,,Hatchet_Ult_ImmortalTimer,,,,,,,1,GreaterThanOrEqual,,,0,,0,,0,0,,,,,0,,0,500,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,"Hatchet_Berserk_Immortal,Hatchet_Ult_GainHP",,,,false,,,,,,,,,,0,0,,,,,0,,,,,Heartgem
Ability_Hatchet_RendingThrow,@RendingThrow,@RendingThrow_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability04.png,,Play_UI_WeaponSkills_Hatchet_Ability_4,,,,false,Axe,,,1,0,0,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,Ability_Hatchet_RendingThrow,,,0,,,,,
Upgrade_Hatchet_RendThrow_DistanceBuffRend,@RendingThrow_Mod1,@RendingThrow_Mod1_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability04_Mod01.png,,,,,,false,Axe,Ability_Hatchet_RendingThrow,,1,1,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,"Hatchet_Damage_RendingThrow,Hatchet_Damage_RendingThrow_Upgrade",,,,,,,,,,,,,,0,,,,0,,6,GreaterThan,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,Hatchet_RendingThrow_Rend,,4,0,,Ability_Hatchet_RendingThrow,,,0,,,,,
Upgrade_Hatchet_RendThrow_DmgOnDebuff,@RendingThrow_Mod2,@RendingThrow_Mod2_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability04_Mod02.png,,,,,,false,Axe,Upgrade_Hatchet_RendThrow_DistanceBuffRend,,1,2,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,"Hatchet_Damage_RendingThrow,Hatchet_Damage_RendingThrow_Upgrade",,,,,,,,,Debuff,,,,,0,,,,0,,0,,0,0,,,,,0,,0.20000000298023224,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,Ability_Hatchet_RendingThrow,,,0,,,,,
Upgrade_Hatchet_RendThrow_CDROnDebuff,@RendingThrow_Mod3,@RendingThrow_Mod3_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability04_Mod03.png,,,,,,false,Axe,Upgrade_Hatchet_RendThrow_DmgOnDebuff,,1,4,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,"Hatchet_Damage_RendingThrow,Hatchet_Damage_RendingThrow_Upgrade",,,,,,,,,Debuff,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,Ability_Hatchet_RendingThrow,AbilitySpecific,,-0.20000000298023224,,,,,
Ability_Hatchet_SocialDistancing,@SocialDistancing,@SocialDistancing_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability05.png,,Play_UI_WeaponSkills_Hatchet_Ability_2,,,,false,Axe,,,1,1,2,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,Ability_Hatchet_SocialDistancing,,,0,,,,,
Passive_Hatchet_Distance_HasteOnDebuff,@SocialDistancing_Mod1,@SocialDistancing_Mod1_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability05_Mod01.png,,,,,,false,Axe,Ability_Hatchet_SocialDistancing,,1,2,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,"Hatchet_Damage_SocialDistancing,Hatchet_Damage_SocialDistancing_Upgrade",,,,,,,,,Debuff,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,Hatchet_SocialDist_Haste,,,,false,,,,,,,,,,0,0,,Ability_Hatchet_SocialDistancing,,,0,,,,,
Passive_Hatchet_Distance_BetterSlow,@SocialDistancing_Mod2,@SocialDistancing_Mod2_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability05_Mod02.png,,,,,,false,Axe,Passive_Hatchet_Distance_HasteOnDebuff,,1,3,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,Hatchet_Damage_SocialDistancing,,,,,,,,,,,,,,0,,,,0,,6,GreaterThan,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,Hatchet_SocialDist_Root,,,false,,,,,,,,,,0,0,,Ability_Hatchet_SocialDistancing,,,0,,,,,
Ability_Hatchet_InfectedThrow,@InfectedThrow,@InfectedThrow_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability06.png,,Play_UI_WeaponSkills_Hatchet_Ability_5,,,,false,Axe,,,1,2,4,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,Hatchet_InfectedThrow,0.10000000149011612,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,Ability_Hatchet_InfectedThrow,,,0,,,,,
Upgrade_Hatchet_Infected_BuffWeakenVsLowHP,@InfectedThrow_Mod1,@InfectedThrow_Mod1_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability06_Mod01.png,,,,,,false,Axe,Ability_Hatchet_InfectedThrow,,1,3,4,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,Hatchet_Damage_InfectedThrow,,,,,,,,,,,,,,0,,,,50,LessThan,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,"Hatchet_Infected_Disease,Hatchet_Infected_Weaken",,5,0,,Ability_Hatchet_InfectedThrow,,,0,,,,,
Upgrade_Hatchet_Infected_AOE,@InfectedThrow_Mod2,@InfectedThrow_Mod2_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Ability06_Mod02.png,,,,,,false,Axe,Upgrade_Hatchet_Infected_BuffWeakenVsLowHP,,1,4,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_ThrowingAxe_AimedThrow,@AimedThrow,@AimedThrow_description,Ranged Damage,lyshineui/images/icons/abilities/hatchet_Passive08.png,,Play_UI_WeaponSkills_Hatchet_Ability_6,,,,false,Axe,,,1,0,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_ThrowingAxe_CriticalThrows,@ThrowingAxeTree1Passive1,@ThrowingAxeTree1Passive1_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive09.png,,,,,,false,Axe,,,1,0,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,true,,,,,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0.05000000074505806,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_ThrowingAxe_CriticalThrows_Ranged,,,,,,,,,,true,Axe,,Passive_Hatchet_ThrowingAxe_CriticalThrows,0,0,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,true,false,,,,,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,0.10000000149011612,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_ThrowingAxe_DmgVsDebuff,@ThrowingAxeTree1Passive2,@ThrowingAxeTree1Passive2_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive16.png,,,,,,false,Axe,,,1,3,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,false,0,,false,false,,,,,,,,,,,,Debuff,,,,,0,,,,0,,0,,0,0,,,,,0,,0.10000000149011612,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
Passive_Hatchet_ThrowingAxe_3rdThrowCrit,@ThrowingAxeTree1Passive3,@ThrowingAxeTree1Passive3_description,Passive,lyshineui/images/icons/abilities/hatchet_Passive18.png,,,,,,false,Axe,,,1,1,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,3,0,0,false,0,true,0,,true,false,,,"Hatchet_Damage_AimedThrow,Hatchet_Damage_RendingThrow,Hatchet_Damage_RendingThrow_Upgrade,Hatchet_Damage_InfectedThrow,Hatchet_Damage_SocialDistancing,Hatchet_Damage_SocialDistancing_Upgrade",,,,,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,0,0,,,,,1,,,,,,,,,0,,,,,,0,,,,,,,,false,0,,,,,,,,,false,,,,,,,,,,0,0,,,,,0,,,,,
