AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,IsStackableAbility,CanBeUnapplied,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnEventPassiveConditionsPass,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnHasDied,OnAttachedSpellTargetDied,OnHealed,OnSelfDamage,OnProjPassedThrough,OnContributedKill,OnHealthChanged,OnUsedConsumable,OnGatheringComplete,OnHitTakenWhileInvulnerable,OnWeaponSwap,OnStatusEffectApplied,OnInActionLongEnough,OnTargetStatusEffectRemoved,OnEventConditionalActivationChance,GatheringTradeskill,EquipLoadCategory,ExcludeFromGameModes,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,ResetConsecutiveOnSuccess,IgnoreResetConsecutiveOnDeath,DisableConsecutivePotency,TrackHitCount,MaxTrackedHitCounts,NumberOfTrackedHits,NumberOfHitsComparisonType,ResetTrackedOnSuccess,AbilityIdToCheckForTrackedHits,DamageIsRanged,DamageIsMelee,AllowSelfDamageForHitEvents,ForceShowNameTag,HasGritActive,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,IgnoreDisabledAttackTypes,DamageTypes,DamageCategory,IsInCombatState,IsNotInCombatState,CheckOwnedStatusEffects,StatusEffect,StatusEffectStackSize,StatusEffectComparison,StatusEffectCategories,DontHaveStatusEffect,StatusEffectBeingApplied,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,MyMarker,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,MyManaPercent,MyManaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,MaxNumAroundMe,NumAroundMe,NumAroundComparisonType,AbilityOnCooldownOptions,AbilitiesOnCooldown,AbilityCooldownComparisonType,AttachedTargetSpellIds,AbilityList,AbilityTrigger,IsConsumableIds,IsNotConsumableIds,InAction,InActionTime,AfterAction,LoadedAmmoCount,LoadedAmmoCountComparisonType,AttackerVitalsCategory,TargetVitalsCategory,BaseDamage,SetHealthOnFatalDamageTaken,BaseDamageReduction,CritDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,HitFromBehindDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,CritArmorPenetration,HeadshotArmorPenetration,HitFromBehindArmorPenetration,PhysicalArmor,PhysicalArmorMaxHealthMod,ElementalArmor,LinearlyScaleToDistance,RefundAmmoPercentChance,RefundConsumablePercentChance,GiveAzothPercentChance,Azoth,Knockback,WeaponAccuracy,Health,HealthPenaltyPerStackRemoved,DmgPctToHealth,HealScalingValueMultiplier,MaxHealth,Mana,ManaRate,MaxMana,ManaCostList,ManaCostMult,Stamina,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,DamageTableStatusEffectOverride,EnableCrit,EnableTaunt,CanBlockRangedOverride,PerStatusEffectOnSelf,PerStatusEffectOnSelfMax,PerStatusEffectOnTarget,PerStatusEffectOnTargetMax,DisableApplyPerStatusEffectStack,DisableScalePerTargetSEStack,ForceTakeStaminaDamage,StaminaCostList,StaminaCostFlatMod,CastSpell,DisableCastSpellDurability,SelfApplyStatusEffect,OtherApplyStatusEffect,SelfApplyStatusEffectDurations,OtherApplyStatusEffectDurations,DoNotUnequipSelfAppliedSE,UseMinAttackInfoForSelfAppliedSE,ModifySelfApplyStatusEffectDuration,NumStatusEffectsToTransfer,StatusEffectCategoryToTransfer,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumTargetStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,RemoveTargetStatusEffectCats,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,StatusEffectDurationCats,StatusEffectDurationMod,StatusEffectDurationMult,TargetStatusEffectDurationList,TargetStatusEffectDurationCats,TargetStatusEffectDurationMod,TargetStatusEffectDurationMult,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,ConsumableCooldownForReset,ResetConsumableCooldowns,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus,RepairDustYieldMod,ToolDurabilityLossMod,FastTravelInnCooldownMod,FastTravelAzothCostMod
SpinAttackPerk2,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,SpinAttackDamagePerk2,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
SpinAttackPerk3,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,SpinAttackDamagePerk3,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
SpinAttackDamagePerk1,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,3,GreaterThanOrEqual,,,,,,,,,,0,,0,,,,0.15000000596046448,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
SpinAttackDamagePerk2,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,3,GreaterThanOrEqual,,,,,,,,,,0,,0,,,,0.1899999976158142,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
SpinAttackDamagePerk3,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,3,GreaterThanOrEqual,,,,,,,,,,0,,0,,,,0.23000000417232513,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
PowerThrowBlockBreakPerk1,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,1,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,Hatchet_PowerThrow,0,,,,0.15000000596046448,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,20,,,,0,,,,,,,,,,
PowerThrowBlockBreakPerk2,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,1,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,Hatchet_PowerThrow,0,,,,0.2199999988079071,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,20,,,,0,,,,,,,,,,
PowerThrowBlockBreakPerk3,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,1,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,Hatchet_PowerThrow,0,,,,0.30000001192092896,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,20,,,,0,,,,,,,,,,
RuinousPerk1,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,Structure,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0.10000000149011612,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
RuinousPerk2,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,Structure,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0.20000000298023224,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
RuinousPerk3,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,Structure,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0.4000000059604645,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
BonusDamageFullHealthPerk1,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,100,Equal,0,,,0,,,,,,,,,,,0,,0,,,,0.15000000596046448,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
BonusDamageFullHealthPerk2,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,100,Equal,0,,,0,,,,,,,,,,,0,,0,,,,0.20000000298023224,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
BonusDamageFullHealthPerk3,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,100,Equal,0,,,0,,,,,,,,,,,0,,0,,,,0.25,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
