AbilityID,DisplayName,Description,UICategory,UISpellForManaCheck,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,UnlockDefault,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnHealed,OnHealthChanged,OnWeaponSwap,OnStatusEffectApplied,OnInActionLongEnough,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,NumberOfTrackedHits,NumberOfHitsComparisonType,ResetTrackedOnSuccess,AbilityIdToCheckForTrackedHits,DamageIsRanged,DamageIsMelee,ForceShowNameTag,HasGritActive,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,DamageCategory,IsInCombatState,IsNotInCombatState,CheckOwnedStatusEffects,StatusEffect,StatusEffectStackSize,StatusEffectComparison,StatusEffectCategories,DontHaveStatusEffect,StatusEffectBeingApplied,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,MyMarker,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityOnCooldownOptions,AbilitiesOnCooldown,AbilityCooldownComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,CritDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,stagger damage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,Stamina,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,PowerLevelOverride,EnableCrit,CanBlockRangedOverride,PerStatusEffectOnSelf,PerStatusEffectOnSelfMax,PerStatusEffectOnTarget,DisableApplyPerStatusEffectStack,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,DoNotUnequipSelfAppliedSE,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,RemoveTargetStatusEffectCats,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,StatusEffectDurationCats,StatusEffectDurationMod,StatusEffectDurationMult,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Upgrade_Greatsword_Break_1,@Upgrade_Greatsword_Break_1_MasterName,@Upgrade_Greatsword_Break_1_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Ability03_Mod01.png,,,,,,false,Greatsword,,,0,3,4,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Upgrade_Greatsword_Break_2,@Upgrade_Greatsword_Break_2_MasterName,@Upgrade_Greatsword_Break_2_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Ability03_Mod02.png,,,,,,false,Greatsword,,,0,4,4,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_1,@Passive_Greatsword_Off_1_MasterName,@Passive_Greatsword_Off_1_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Passive01.png,,,,,,false,Greatsword,,,0,0,1,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,90,GreaterThan,,,,,,,,,,,0,,0.20000000298023224,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_2,@Passive_Greatsword_Off_2_MasterName,@Passive_Greatsword_Off_2_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Passive02.png,,,,,,false,Greatsword,,,0,0,3,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,Heavy,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0.15000000596046448,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_3,@Passive_Greatsword_Off_3_MasterName,@Passive_Greatsword_Off_3_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Passive03.png,,,,,,false,Greatsword,,,0,1,3,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,"Ability_Greatsword_DashAttack,Ability_Greatsword_Combo,Ability_Greatsword_DefenseBreak",AfterPerform,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_HasteAfterSkill,,,,,,0,,,,,,,,,,0,0,,,10,0,,,,0,,,,
Passive_Greatsword_Off_4,@Passive_Greatsword_Off_4_MasterName,@Passive_Greatsword_Off_4_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Passive04.png,,,,,,false,Greatsword,,,0,1,4,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,Greatsword_Stance_Offense,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_NextHitCrit,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_5,@Passive_Greatsword_Off_5_MasterName,@Passive_Greatsword_Off_5_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Passive05.png,,,,,,false,Greatsword,,,0,2,1,false,false,false,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,"GreatSword_HeavyAttack1,GreatSword_HeavyAttack2,GreatSword_HeavyAttack3",,,,,,false,,,,0,,,Greatsword_Stance_Offense,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Stance_Offense,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_6,@Passive_Greatsword_Off_6_MasterName,@Passive_Greatsword_Off_6_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Passive06.png,,,,,,false,Greatsword,,,0,2,3,false,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_StaminaRegen,,,,,,0,,,,,,,,,,0,0,,,10,0,,,,0,,,,
Passive_Greatsword_Off_7,@Passive_Greatsword_Off_7_MasterName,@Passive_Greatsword_Off_7_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Passive07.png,,,,,,false,Greatsword,,,0,3,3,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,Debuff,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0.10000000149011612,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_8,@Passive_Greatsword_Off_8_MasterName,@Passive_Greatsword_Off_8_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Passive08.png,,,,,,false,Greatsword,,,0,4,2,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,true,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,Dodge,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_AfterDodgeEmpower,,,,,,0,,,,,,,,,,0,0,,,0,0.10000000149011612,,,,0,,,,
Helper_Passive_Greatsword_Off_8,,,,,,,,,,,true,Greatsword,,Passive_Greatsword_Off_8,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Passive_AfterDodgeEmpower,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,10,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Ultimate_Greatsword_Offense,@Ultimate_Greatsword_Offense_MasterName,@Ultimate_Greatsword_Offense_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Ult01.png,,Play_UI_WeaponSkills_GreatSword_Ultimate_1,,,,false,Greatsword,,,0,5,2,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,Light,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0.10000000149011612,0,,ActiveWeapon,,-0.019999999552965164,,,,
Helper_Ultimate_Greatsword_Offense_1,,,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Ult01.png,,,,,,true,Greatsword,,Ultimate_Greatsword_Offense,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,Heavy,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0.10000000149011612,0,,ActiveWeapon,,-0.10000000149011612,,,,
Ability_Greatsword_Counter,@Ability_Greatsword_Counter_MasterName,@Ability_Greatsword_Counter_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability04.png,,Play_UI_WeaponSkills_Greatsword_Ability_4,,,,false,Greatsword,,,1,0,2,true,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Counter_BlockCount,2,LessThanOrEqual,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,Greatsword_Counter,0.009999999776482582,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Counter_BlockCount,,,,,,0,,,,,,,,,,0,0,,,0,0,Ability_Greatsword_Counter,,,0,,,,
Upgrade_Greatsword_Counter_1,@Upgrade_Greatsword_Counter_1_MasterName,@Upgrade_Greatsword_Counter_1_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability04_Mod01.png,,,,,,false,Greatsword,,,1,1,2,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,Greatsword_Counter_1,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,Common_DamageOverTime_Override,true,,,,false,false,0,,false,,,,Greatsword_Stacking_Bleed,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Upgrade_Greatsword_Counter_Bleed_2,,,,,,,,,,,true,Greatsword,,Upgrade_Greatsword_Counter_1,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,Greatsword_Counter_2,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,Common_DamageOverTime_Override,true,,,,false,false,0,,false,,,,"Greatsword_Stacking_Bleed,Greatsword_Stacking_Bleed",,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Upgrade_Greatsword_Counter_Bleed_3,,,,,,,,,,,true,Greatsword,,Upgrade_Greatsword_Counter_1,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,Greatsword_Counter_3,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,Common_DamageOverTime_Override,true,,,,false,false,0,,false,,,,"Greatsword_Stacking_Bleed,Greatsword_Stacking_Bleed,Greatsword_Stacking_Bleed",,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Upgrade_Greatsword_Counter_2,@Upgrade_Greatsword_Counter_2_MasterName,@Upgrade_Greatsword_Counter_2_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability04_Mod02.png,,,,,,false,Greatsword,,,1,2,2,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,"Greatsword_Counter,Greatsword_Counter_1,Greatsword_Counter_2,Greatsword_Counter_3",,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0.25,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Greatsword_Counter_BlockStability,,,,,,,,,,,true,Greatsword,,Ability_Greatsword_Counter,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,Greatsword_Counter,0.009999999776482582,,0,0,,0,0.8999999761581421,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
